CHG DESCRIPTION,CHG AMT
FEMALE CATH KIT,12.00 
EXTENSION TUBING,16.00 
CATH PLUG,4.00 
Y ADAPTER,11.00 
CATH CONNECTOR,3.00 
CLAMP TUR SET ROLLER,16.00 
UROLOGICAL DRAIN BAG SYS,26.00 
TUR STERILE WATER 1000CC,6.00 
TUR STERILE WATER 3000CC,31.00 
TUR SALINE 3000CC BG,31.00 
TUR GLYCINE 3000CC,35.00 
LEG BAG MEDIUM,20.00 
LEG BAG LARGE 32 OUNCE,20.00 
FOLEY CATH STRAP ADJUST,8.00 
CATH FOLEY SILICONE 6FR 1,125.00 
CATH SIL FOLEY 14 FR 5CC,15.00 
CATH SIL FOLEY 16 FR 5CC,15.00 
CATH SIL FOLEY 18 FR 5CC,15.00 
DRAINAGE DEPOT TWIST GRAF,32.00 
VAG SPECULA DISP,10.00 
DRY LINE PANTS,10.00 
SCROTAL SUPPORT SMALL,24.00 
SCROTAL SUPPORT MEDIUM,40.00 
SCROTAL SUPPORT LARGE,48.00 
SCROTAL SUPPORT XLG,37.00 
ENEMA BAG,17.00 
FLEXISEAL FMS KIT,680.00 
SALEM SUMP 10 FR W/ ANTI,21.00 
SALEM SUMP 16 FR WITH ANT,30.00 
SALEM SUMP 18 FR WITH ANT,23.00 
FEEDING TUBE 5FR 16 INCH,14.00 
FEEDING TUBE 8FR 16 INCH,14.00 
FEEDING TUBE 12 FR 45 IN,64.00 
TRU-CUT BIOPSY NEEDLE 4IN,98.00 
TRU-CUT BIOPSY NEEDLE 6IN,96.00 
SPINAL NEEDLE 3-1/2 18GA,12.00 
SPINAL NEEDLE 3-1/2 20GA,7.00 
SPINAL NEEDLE 4-3/4 20GA,65.00 
SPINAL NEELDE 5-1/2 20GA,57.00 
SPINAL NEEDLE 3-1/2 22GA,12.00 
SPINAL NEEDLE 25 GA 3-1/2,19.00 
SPINAL NDL WHITACRE 25 X,35.00 
SPINAL NEEDLE WHITACRE 22,30.00 
POST-PARTUM SUPPIES,20.00 
SCREENER ALGO EARPHONE &,42.00 
BREAST PUMP MANUAL,83.00 
BREAST DOUBLE PUMPING,108.00 
BREAST SHELLS - HOBBIT,23.00 
SITZ BATH KITS,44.00 
PLASTI-BELL 1.4,19.00 
PLASTIBELL 1.1,15.00 
PLASTI-BELL 1.2 9232,19.00 
PLASTIBELL 1.3,19.00 
PLASTIBELL 1.5,15.00 
PLASTIBELL 1.7,12.00 
CIRC TRAY,117.00 
NEONATAL LUMBAR PUNCTURE,66.00 
PUDENDAL TRAY,21.00 
VAGINAL DELIVERY PAK,42.00 
C SECTION PACK,241.00 
INLINE TRACHAEL SUCTION,53.00 
SUCTION CATH KIT W/14FR W,5.00 
NASOPHARYNGEAL AIRWAY 7.0,25.00 
ENDOTRACHEAL TUBE 7.0 W/C,6.00 
ENDOTRACHEAL TUBE 7.5 W/C,6.00 
YANKAUER SUCTION W/O VENT,2.00 
LUKI TUBE,39.00 
MINI CHEST TRAY,713.00 
EVACUATED BOTTLE 1000ML,31.00 
THORA-SEAL III,156.00 
THORA-SEAL III COLLECTION,42.00 
THORACENTESIS TRAY W/CATH,134.00 
CHEST TUBE 28 FR W/TRACAR,51.00 
CHEST TUBE 36FR STR STERL,12.00 
CHEST TUBE 28FR STRAIGHT,31.00 
CHEST TUBE 32FR STRAIGHT,31.00 
CHEST TUBE 28FR RIGHT ANG,32.00 
CHEST TUBE 32FR RIGHT ANG,32.00 
CHEST TUBE 36FR RIGHT ANG,32.00 
TRACH TUBE CUFF X-LONG PR,291.00 
TRACH TUBE UNCUFF X-LONG,264.00 
PLEURX-DENVER DRAIN LINE,56.00 
PLEURX-DENVER DRAIN REPLA,14.00 
TRACH TUBE CUFF X-LONG PR,264.00 
SUCTION CATH W/DELEE TRAP,25.00 
NASAL CANNULA,9.00 
SMART CAPNOLINE NASAL PLU,47.00 
FILTER LINE SET C02/02,23.00 
D-STAT BANDAGES,183.00 
SAFEGUARD VASOSEAL PRESS,272.00 
STERILE DISP SYRINGE 150M,14.00 
ARTHOGRAM TRAY,34.00 
RADIOLOGY TRAY CUSTOM,348.00 
INTERVENTIONAL RADIOLOGY,130.00 
CYSTO CONRAY 500ML,98.00 
INSUFFLATION SYRINGE,134.00 
SUCTION CATH,4.00 
GENERAL ANESTHESIA SUPPLY,806.00 
REGIONAL ANESTHESIA SUPPL,695.00 
LOCAL ANESTHESIA SUPPLY,60.00 
SUTURE ER,28.00 
ACE WRAP 2-6,10.00 
WOUND PACK IODOFORM,21.00 
IV CATH,12.00 
ANKLE AIRCAST,112.00 
CERVICAL COLLAR SOFT,24.00 
CERVICAL COLLAR FIRM,56.00 
CLAVICLE STRAP,28.00 
CRUTCHES,56.00 
FINGER SPLINT ALUMINUM,9.00 
KNEE IMMOBILIZER SML,98.00 
CAST SHOE,45.00 
SHOE POST OP,47.00 
SPLINT WRIST COCK UP,53.00 
FOLEY TRAY W/CATH 14-18FR,48.00 
COUDE CATH 5CC,42.00 
COUDE CATH 30CC,51.00 
CATH 3WAY,42.00 
FOLEY CATH 8-10FR 3CC,35.00 
FOLEY CATH 12-28FR 5CC,21.00 
FOLEY CATH 16-28FR 30CC,33.00 
STERI STRIP,6.00 
ORTHOGLASS 2 INCH BY INCH,4.00 
ORTHOGLASS 3 INCH BY INCH,7.00 
ORTHOGLASS 4 INCH BY INCH,8.00 
ORTHOGLASS 5 INCH BY INCH,9.00 
SPLINT ARM SHORT,40.00 
SPLINT ARM SHORT PED,28.00 
SPLINT ARM SUGAR TONG,70.00 
SPLINT ARM SUGAR TONG PED,43.00 
SPLINT ARM LONG,58.00 
SPLINT ARM LONG PED,36.00 
SPLINT LEG SHORT POSTERIR,98.00 
SPLINT LEG SHORT POST PED,47.00 
SPLINT LEG LONG POSTERIOR,138.00 
SPLINT LEG JONES LONG,175.00 
SPLINT LEG LONG POST PED,58.00 
SPLINT LEG JONES SHORT,126.00 
SPLINT LEG SUGAR TONG,99.00 
SUCTION SUPPLIES,67.00 
SPLINT LEG S.T. PED,56.00 
NG TUBE INSERT SUPPLY ER,19.00 
AB INCOMPLETE SUPPLIES ER,40.00 
DELIVERY OB PRECIP ER,129.00 
CENTRAL LINE MULTI LUMEN,307.00 
HEPARIN LOCK SUPPLY,38.00 
CENTRAL LINE SINGLE LUMEN,303.00 
BLOOD INFUSION SUPPLY,33.00 
IV PUMP SET-UP SUPPLY,49.00 
INFUSION NITRO SUPPLY,24.00 
LACERATION SUPPLY,11.00 
STAPLER & REMOVER,5.00 
SUTURE REMOVAL SUPPLY,1.00 
STERI-STRIP/BENZOIN,1.00 
BURN PACK SUPPLY,40.00 
BURN DRESSING SMALL,25.00 
BURN DRESSING LARGE,37.00 
DRESSING SMALL,12.00 
DRESSING MEDIUM,19.00 
DRESSING LARGE,43.00 
PULSAVAC WOUND IRRIG SUPP,20.00 
NOSE FB REMOVAL SUPPLIES,35.00 
EPISTAXIS C PACKING,271.00 
EYE IRRIGATION SUPPLIES,98.00 
EPISTAXIS C CAUTERY SUPPL,11.00 
LUMBAR PUNCTURE PEDS SUPP,187.00 
LUMBAR PUNCTURE ADULT SUP,140.00 
I & D ABCESS SUPPLY,94.00 
HEMOTOMA NAIL SUPPLY,49.00 
FB REMOVAL SOFT TISSUE SU,29.00 
TRACHEOSTOMY SUPPLY,399.00 
EXTERNAL PACEMAKER SUPPLY,241.00 
CARDIOVERSION SUPPLY,73.00 
CHEST TUBE INSERTION SUPP,686.00 
ENDOTRACH INTUBATION SUPP,131.00 
CAST SHORT ARM,90.00 
CAST LONG ARM,187.00 
CAST SHORT LEG,102.00 
CAST LONG LEG,153.00 
OCL 3 INCH WIDTH PER INCH,4.00 
OCL 4 INCH WIDTH PER INCH,3.00 
ER SUTURE SET,15.00 
ER PLASTICS TRAY,134.00 
ER MINI PLASTIC TRAY,95.00 
TRAY CYSTO,53.00 
CHEST TUBE TRAY,119.00 
EENT PACK,101.00 
BURN PACK ER,148.00 
AMBER TUBING OR,26.00 
5 & 1 CONNECTOR STERILE,17.00 
Y CONNECTOR STERILE,7.00 
CENTRAL SUPPLY,0.00 
POST SURGICAL SHOE FEMALE,43.00 
POST SURGICLA SHOE FEMALE,43.00 
LEAD TEMP. 6FR.,255.00 
CATH EPISTAT SILICONE,360.00 
NEEDLE; HUBER STRT 22GA,22.00 
ALISTRIP 1 1/2  X 30,178.00 
BRONCHIAL TUBE 37FR RT,234.00 
BRONCHIAL TUBE 39FR RT,343.00 
BRONCHIAL TUBE 41FR RT,343.00 
GASTROSTOMY TUBE 22FR,178.00 
ELECTRODE MULTI-FUNCTION,123.00 
AIRWAY EXCHANGE CATHETER,131.00 
AIRWAY EXCHANGE CATHETER,237.00 
LMA 2 1/2,43.00 
DERMABOND DB12,114.00 
PEG BALLOON REPLACEMENT 2,182.00 
FINGER SPLINT VELCRO MED,14.00 
FINGER SPLINT VELCRO LG,14.00 
JAGWIRE .035 260CM STRAIG,442.00 
APC PROBE 2.3MM 220CM,"1,096.00 "
COLON DECOMPRESSION TUBE,425.00 
RAPID RHINO 5.5 PACKING,140.00 
RAPID RHINO 7.5 PACKING,156.00 
RAPID RHINO 4.5CM PACKING,136.00 
BALLOON DILATATION 4-4/5.,"1,152.00 "
SUTURE 10-0 NYLON CU-5,4.00 
LINEAR STAPLER RELOAD 3.5,240.00 
LINEAR STAPLER 30MM GR 4.,405.00 
LINEAR (GIA) RELOADS 55,"1,774.00 "
LINEAR (GIA) CUTTER 75,587.00 
LINEAR (GIA) RELOADS 75,395.00 
SUTURE NUROLON O C521D,38.00 
SUTURE 3-0 MAXON 6233-41,5.00 
SUTURE ETHILON 2-0 CE-24,10.00 
SUTURE CHROMIC 1 REEL L11,5.00 
SUTURE 5-0 NOVAFIL 441423,18.00 
PLAIN 3-0 CT 852H,7.00 
STAPLER SKIN W/15 STAPLES,101.00 
SUTURE GUT CHR 0 T-19,7.00 
SUTURE SILK 3-0 30 A304H,9.00 
SUTURE SILK 4-0,6.00 
SUTURE GUT CHR O REEL,5.00 
SUTURE CHROMIC 2-0 CT2 88,9.00 
SUTURE GUT CHR 4-0 G-3,49.00 
CHROMIC 4-0 T-5 G121H,7.00 
SUTURE 3-0 T-5 G122H,7.00 
SUTURE CHROMIC 2-0 SH G12,7.00 
SUTURE CHR 3-0 PS2 1638H,32.00 
SUTURE CHROMIC 4-0 T-31 U,9.00 
PDS 0 T-12 Z346H,6.00 
SUTURE VICRYL 4-0 SH J415,12.00 
SUTURE SILK 2 LR 482T,14.00 
SUTURE PROLENE 2-0 8523H,11.00 
SUTURE ETHILON BLK 3-0,164.00 
SUTURE VICRYL 2-0 CP2,4.00 
SUTURE RET BOLSTER 450G,6.00 
SILK 3-0 684G,12.00 
SUTURE PDS II 2-0 Z333H,6.00 
SUTURE VICRYL 2-0 J286G,12.00 
SUTURE 5-0 VICRYL J598G,18.00 
SUTURE VICRYL 2-0 J339H C,5.00 
SUTURE PROLENE CT-1 8424H,6.00 
SUTURE GUT CHR 0 27 G124H,11.00 
SUTURE PROLENE 6-0 8805H,40.00 
SUTURE VICRYL 2-0 J351H C,4.00 
SUTURE VICRYL 3-0 CT-1 J3,5.00 
SUTURE VICRYL 4-0 J597G,14.00 
SUTURE GUT CHR 4-0 1634G,16.00 
SUTURE ETHIBOND PS-4 X695,10.00 
SUTURE 4-0 VICRYL RB-1,4.00 
SUTURE VICRYL OJ840G CT-1,8.00 
SUTURE VICAYL 0 J287G REE,14.00 
SUTURE 7-0 PROLENE 8703H,45.00 
PROLENE 7-0 BV-1 8702H,40.00 
SUTURE VICRYL 4-0 P-3,9.00 
SUTURE 6-0 CHROMIC 796G,24.00 
MERSILENE STRIPS 5MM,124.00 
GORTEX CV-6 6K10A,42.00 
SUTURE ETHILON 5-0 661G,5.00 
SUTURE 2-0 PROLENE 8417H,8.00 
ENDOPATH RELOAD STAND 35M,468.00 
ENDOPATH CUTTER 35MM,"1,054.00 "
ENDOPATH RELOAD 35MM,468.00 
SUTURE 2-0 SILK 117752,25.00 
SUTURE VICRYL 3-0 J663,6.00 
SUTURE PROLENE 6-0 8706H,26.00 
SUTURE 4-0 PROLENE 8683G,7.00 
SUTURE 0 VICRYL J568H CPX,6.00 
SUTURE VICRYL 3-0 J864G 8,40.00 
SUTURE PLAIN GUT 5-0 686G,25.00 
SUTURE CHROMIC 7-0 1744G,68.00 
SUTURE PLAIN FAST 5-0PC-1,27.00 
CHROMIC O CT 802H,7.00 
SUTURE SILK 0 SH 30 K834H,3.00 
SUTURE VICRYL 2-0 0S6,20.00 
SUTURE 2-0 CHROMIC 811H,10.00 
SUTURE VICRYL 3-0 J944H,12.00 
SUTURE 3-0 CHROMIC 912H,8.00 
SUTURE 3-0 VICRYL J931H,10.00 
VICRYL 0 MO-5 JJ81G,55.00 
0-PLAIN (REEL) L104G,7.00 
STAPLER HERNIA EMS,"1,386.00 "
SUTURE PROLENE 2-0 CT-1,12.00 
PROLENE 8977H,18.00 
SURGIDAC 0 7 INCH 173026,229.00 
SILK 0 FSL 678H,45.00 
EEA 31 PLUS DST SERIES,"1,218.00 "
SURGILON 3-0,12.00 
MONOCRYL 3-0 Y427H,26.00 
PDS 4-0 Z496G,18.00 
LAP CHOLE KIT,"1,502.00 "
LINEAR CUTTER VASC RELOAD,255.00 
ENDO ARTIC CUTTER 35MM,"1,247.00 "
ETHILON 5-0 PC-5 18956,13.00 
MONOCRYL 3-0 SH Y416H,21.00 
PROLENE 3-0 SH 8522H,18.00 
PLAIN 4-0 G-3 773G,49.00 
STAPLER TL90 GIA,401.00 
MF TL90 GIA HEAVY STAP5.5,449.00 
SKIN STAPLER 35R,18.00 
PDS II 4-0 SH Z415H NOW Z,7.00 
SUPRAMID NYLON 3-0 BB HEA,48.00 
SUPRAMID NYLON 4-0 SH-1 R,48.00 
VICRYL 1 CP-1 J268H,6.00 
MONOCRYL 4-0 PC-5 Y823G,11.00 
ETHIBOND 0 CT-1 X424H,12.00 
PDS II 5-0 RB-1,7.00 
VICRYL 0 V-38 J00JG,126.00 
VICRYL 2-0 MO-6 SUTURE J7,55.00 
ETHIBOND 3-0 SH SUTURE X5,18.00 
VICRYL 4-0 SUTURE RB-1 J2,5.00 
MONOCRYL 3-0 RB-1 UNDYED,5.00 
MONOCRYL 3-0 RB-1 DYED Y3,15.00 
VICRYL 2-0 SUTURE 1/2 CIR,12.00 
DRAINAGE BAG UNIVERSAL,44.00 
PRESS GUAGE DISP LEVEEN,240.00 
NEEDLE; BIOPSY 18X4+,88.00 
KOPAN DISP NEEDLE 20GX7.0,108.00 
DISP MOUTHPIECE,17.00 
DRAPE BRACHIAL 27 3/4 X32,277.00 
WALKER LGE ADULT TAL,299.00 
WALKER DELUXE FOLDING,154.00 
FLYTE HOOD PEELAWAY STRYK,133.00 
CROSSFLOW INFLOW CASSETTE,192.00 
DRAPE CRANI W/POUCH 122IN,67.00 
DERMABOND PRINEO SKIN CLO,293.00 
BLADED TROCAR 5MM D5LT,107.00 
BLADED TROCAR 11MM D11LT,107.00 
BLADED TROCAR 12MM D12LT,107.00 
DRAPE C-ARMOR,170.00 
DRAPE DISP SPACE STATION,163.00 
CATH EPIDURAL 21GA 3 EYE,154.00 
TUBE SET PNEUMOCLEAR SMOK,139.00 
STD DRILL GUIDE BLK W SET,"3,119.00 "
WIDE SRILL GUIDE BLK W SE,"3,119.00 "
STD DRILL GUIDE BLK W SET,"3,119.00 "
WIDE DRILL GUIDE BLK W SE,"3,119.00 "
DRILL BIT 2.0 X 65MM MINI,333.00 
DRILL BIT QC 1.8X80MM,333.00 
DRILL BIT QC 2.4X80MM,368.00 
BLADE CRESCENTIC OFFSET 1,428.00 
PAD ANDREWS FRAME 944,155.00 
BUR ROUND FLUTED 3.0 MED,99.00 
BUR OVAL CARBIDE 4.0 MED,65.00 
HOOK DISSECTING 5MM,903.00 
HARMONIC HOOK,737.00 
CUFF DISP DP/SB 18,68.00 
CUFF 24 INCH SINGLE DISP,60.00 
CUFF DISP DP/SB 34,87.00 
CUFF 18 INCH DISP DUAL,60.00 
CUFF TOURN ATS DUAL POST,940.00 
VIASORB 8884-472104 3X10,14.00 
RETRACTOR RING SCOTT,269.00 
TUBE JEJUNOSTOMY,517.00 
ELECTRODE LEEP DISP 20X15,45.00 
ELECTRODE LEEP DISP 10X10,43.00 
BICOLLAGEN SPONGE 801460,402.00 
TUBE T-TOUMA,125.00 
BUR OVAL 4.0 LONG,202.00 
BUR ROUND CARBIDE 5091,65.00 
UROMAX II 5X4 225-121,"1,365.00 "
UROMAX II 6/4 225-122,"1,207.00 "
TRICORTICAL BLOCK BONE,"3,330.00 "
DRAPE NEURO 326071,60.00 
CATH INTRODUCER TAUT PI-1,145.00 
KWIRE .7MM X 76MM 186-04-,14.00 
NEEDLE DBLE ARM MENISCAL,165.00 
GRASPING FORCEP STONE RET,852.00 
TUBING LASEVAC LV01,4.00 
WAND ARTHROCARE 90 DEG,"1,197.00 "
NASAL PACK,41.00 
TRANSURETHRAL NEEDLE COLL,100.00 
DRAPE MICROSCOPE ENT,37.00 
FREE NEEDLE-216706(NEWLAN,11.00 
CSF DRAIN HERMETIC,927.00 
DURA GUARD 4 X 4,833.00 
DURA GUARD 6 X 8,"1,431.00 "
TAPE 2 INCH CASTING,24.00 
ARTIC 10 ST/PURPLE NEXGEN,"2,584.00 "
ARTIC 12 ST/PURPLE NEXGEN,"3,156.00 "
ARTIC 14 ST/PURPLE NEXGEN,"3,282.00 "
ARTIC 17 ST/PURPLE NEXGEN,"2,584.00 "
ARTIC 20 ST/PURPLE NEXGEN,"1,928.00 "
GIRDLE CROTCHLESS 900-X,225.00 
TROCAR (ORIGIN) BLUNT TIP,482.00 
CORTICAL STRUTS FRZ DRIED,"2,430.00 "
CATHETER COUNCIL TIP 22FR,56.00 
DRAPE CAMERA 3501,56.00 
WRIST ARTHROSCOPY SET,333.00 
HEMOCLIPS TT MEDIUM,57.00 
HEMOCLIPS TT,28.00 
HEMOCLIPS TT LARGE,68.00 
EAR PROSTH SHEA TORP,800.00 
PATELLA MICRO 32 NEXGEN,"2,271.00 "
CAPIO SUTURE POLYESTER 0,188.00 
GLASSCOCK EAR DRESSING KI,49.00 
SEPRA FILM-BIORESORB MEMB,"1,310.00 "
RING LONESTAR ELASTIC STA,198.00 
ENDOPATH XCEL BLADELESS T,107.00 
ENDOPATH XCEL BLADELESS T,107.00 
ENDOPATH XCEL BLADELESS T,107.00 
ENDOPATH XCEL BLADELESS T,107.00 
ENDOPATH XCEL BLADELESS T,132.00 
TROCAR OPTIVIEW 11MM,300.00 
SUTURE ASSISTANT,969.00 
SUTURE ASSIST RELOAD ETHI,109.00 
ORIGIN BALL TROCAR W/BULB,587.00 
LIGASURE MANIFOLD HANDPIE,960.00 
CAUTERY EXTENSION COATED,30.00 
CANCELLOUS CHIPS 30CC,"1,989.00 "
CAPIO DEVICE TV SLING,"4,028.00 "
OSTOMY LOOP BRIDGE,16.00 
ROLLER BAR ELECTRODE ANG,507.00 
TENDON REPAIR DEVICE,234.00 
MESH SEPRA 8 X 12,"4,973.00 "
MESH SEPRA 6 X 8,"3,072.00 "
DURAGEN DURAL GRAFT 1X3,"2,515.00 "
DURAGEN DURAL GRAFT 2X2,"2,579.00 "
PROBE VULCAN MICRO,570.00 
PROBE VULCAN MICRO LIG HO,647.00 
SUCTION/IRRIG SET STRYKFL,192.00 
SOLUTION NORMAL SALINE,12.00 
NDL TUOHY EPIDURAL 18GAX3,33.00 
DBX MATRIX 5CC,"2,727.00 "
ALLODERM TISSUE 2X4 10200,"1,020.00 "
ALLODERM TISSUE 3X7 10202,"3,641.00 "
ELECTRODE LEEP DISP 15X10,43.00 
CANNULA CRYSTAL W/HUB 7CM,108.00 
BIOGLUE APPLICATOR TIP ST,70.00 
BLADE STERNAL SAW,90.00 
SLIT KNIFE 3.0 ANGLED,40.00 
RELOAD ENDO GIA ARTIC 45,527.00 
LITHERIPTOR PROBE,844.00 
PROBES LITHOTRIPT3FR,697.00 
CATH FOGERTY BIL BALLN 5F,374.00 
FISH/VISCERA RETAINER DIS,103.00 
CATH TAUNT CHOLANGIO,232.00 
BRONCH TUBE 35FR LT,292.00 
BRONCH TUBE 41FR LT,292.00 
CATHETER COUNCIL TIP 20 F,56.00 
CATHETER COUNCIL TIP 18FR,56.00 
CATHETER COUNCIL TIP 16FR,42.00 
CURETTE CURVED 8,23.00 
CURETTE CVE 12 UTER,18.00 
CRANIAL ACCESS KIT INS-HI,"4,284.00 "
BRA CIPLESS VEST MED SZ#3,197.00 
BRA CUPLESS 111-89X,191.00 
BRA EXTRA LG W/O CUP,191.00 
INTERCEED ADHESION,"1,384.00 "
NEEDLE SPINAL 22GA 8 INCH,47.00 
STENT URETERAL 28X6,"1,063.00 "
STENT 6.0FR 24CM,680.00 
STENT 4.8X22 53302,663.00 
LOOP CUT WHITE 26FR 4812T,278.00 
BLADE DERMATOME 252,324.00 
FAST PATCH ELECTRODE,88.00 
NASAL PACK STD 400402,44.00 
CORNEAL PROTECTOR,21.00 
HOUSE WIRE LOOP 400,119.00 
UTERINE MANIPULATOR KRONN,169.00 
NERVE LOCATOR STIMULATOR,249.00 
NASAL SPLINT STD,98.00 
NASAL SPLINT SMALL,231.00 
NASAL SPLINT,250.00 
NASAL SPLINT LG,231.00 
DERMACARRIER,70.00 
DERMACARRIER 6 TO 1,70.00 
SAW BLADE GIGLI 12 INCH,46.00 
SUTURE WIRE 7,63.00 
BLADE OSCILLATING 5071-55,45.00 
BLADE SAGITTAL MICRO/COAR,132.00 
BLADE OSCILLATING MICRO,126.00 
BUR DIAMOND ROUND 4.0 MED,266.00 
BUR DIAMOND ROUND 3.0 LON,266.00 
RUSH PIN 1/4 INCH B,192.00 
RUSH PIN 3/32 INCH S,107.00 
BLADE OSCILLATING/SAGITTA,159.00 
BLADE CRESENTIC 172,514.00 
ARTIC GRN NEXGEN,"3,263.00 "
ARTIC 20 GRN NEXGEN 5972-,"3,263.00 "
ARTIC BLU NEXGEN,"3,263.00 "
ARTIC 17 BLU NEXGEN 5972-,"2,645.00 "
ARTIC 20 BLU NEXGEN 5972-,"2,720.00 "
BUR ROUND FLUTED 6.0 MED,65.00 
BUR ROUND FLUTED 5.0 MED,64.00 
BIOPTY-CUT NEEDLE,40.00 
ACET. CUP CUT TIP 32X140M,"1,121.00 "
CUTTER AGRESSIVE 2.5MM,267.00 
BUR ROUND FLUTED 4.0 LONG,126.00 
BIOPSY BRUSH 3 FR,337.00 
PIN RUSH 3/16 B 8 3/4,202.00 
PIN RUSH 3/32 X 4,105.00 
UROSEALS SEAL-005,112.00 
VITRECTOMY PAK,583.00 
BUR ROUND 4.0 275-940,279.00 
TUBE TRACHEAL ENDOTROL7.0,31.00 
TUBE TRACHEAL ENDOTROL8.0,31.00 
DRILL BIT 1.1MM (1/64),94.00 
DRILL BIT 1.5MM (1/16),131.00 
DRILL BIT 2.5MM (3/32),523.00 
DRILL BIT 2.7MM (7/64),125.00 
DRILL BIT 3.2MM (1/8),94.00 
DRILL BIT 3.5MM (9/64),116.00 
DRILL BIT 4.5MM (11/64),116.00 
ACMI GLIDEWIRE 150CM,176.00 
ACMI GLIDEWIRE .038X150ST,187.00 
RASP LARGE TEAR C/C,463.00 
SKIN STAPL PISTAL GRIP 35,21.00 
RAD 60 X-TREME CRVD BLADE,627.00 
SKIMMER ANGLE TIP LARYNGE,899.00 
MYRINGOTOMY BLADE LANCET,36.00 
TUBING STR SHOT IRRIGATIO,151.00 
NOVASURE ABLATION DEVICE,"5,384.00 "
LIPOSUCTION/ASPIRATOR KIT,234.00 
LICOX FIBER (ICP),"4,496.00 "
ALLODERM 4X12 THICK,"6,082.00 "
STENT URETERAL DBL J 6.0X,762.00 
GRASPING FORCEP URO 2.5FR,959.00 
STENT URETERAL 7X26 192-1,610.00 
CELL SAVER SUCTION LINE,242.00 
CELL SAVER RESEVOIR,359.00 
CELL SAVER WASH KIT,476.00 
BRA/VEST W/CUP PETITE SZ1,399.00 
CATH COUDE 22FR 30CC 3-WA,33.00 
RUMI TIP LAVENDER 6CM X 5,216.00 
DRILL BIT CANNULATED 4.5,500.00 
BUR AUGER 5.0 275-450-500,196.00 
SURGIFOAM 12-7 1972,49.00 
LIGACLIP MED TT LT200,9.00 
PRONEVIEW CUSHION INSERT,126.00 
SHOULDER SUSPENSION KIT,46.00 
GUIDE PIN 1147-90,49.00 
GUIDE PIN 1147-86,255.00 
GUIDE PIN 1147-93,102.00 
GUIDE PIN 1147-88,64.00 
GUIDE PIN 1147-99-02,254.00 
GUIDE PIN 1147-99-01,88.00 
GUIDE PIN 1147-99-03,60.00 
GIA RELOAD 60 3.8 (BLUE),658.00 
RELOAD GIA 80 3.8 BLUE,560.00 
GIA STAPLER 60 3.8 BLUE,"1,309.00 "
RELOAD GIA 80 4.8 GREEN,999.00 
TA 60 STAPLER 3.5 BLUE,"1,247.00 "
TA 60 STAPLER 4.8 GREEN,"1,246.00 "
RELOAD TA 60 3.5 BLUE,579.00 
RELOAD TA 60 4.8 GREEN,579.00 
RADIESSE PROLARYN GEL INJ,"2,588.00 "
COLD KNIFE BLADE (HOOK/ST,326.00 
CONTOUR STAPLER RELOAD GR,"1,183.00 "
BUR STRYKER 3.0 HOODED AB,279.00 
MASTOID SUBDERMAL ELECTRO,498.00 
ELECTRODE SUBDERMAL 2-CH,302.00 
ELECTRODE SUBDERMAL 4-CH,518.00 
T-DRAIN 10FR,21.00 
T-DRAIN 12FR,21.00 
T-DRAIN 16FR,21.00 
GORE SMOOTHER CRUCIAL TOO,"1,357.00 "
GUIDE ROD TRIGEN 3 X 1000,897.00 
PILOT DRILL TRIGEN 4.0 LG,546.00 
PILOT DRILL TRIGEN 4.0 SH,472.00 
SILASTIC SHEETING 1.5MM,49.00 
DRILL BIT BIO SUTURE TAK,340.00 
DRILL BIT BRAD PT 3.5 SHO,416.00 
DRILL BIT BRAD PT 3.5,867.00 
NEURO STIM ACCESSORY KIT,638.00 
GIA 60 STAPLER 4.8 GREEN,"1,310.00 "
RELOAD GIA 60 4.8 GREEN,658.00 
FAST-FIX CRVD NEEDLE ASSE,"1,364.00 "
FAST-FIX KNOT PUSHER/SUTU,550.00 
GUIDE ROD GRAD BALL TIP 2,597.00 
FLEXOR CHECK FLO INTRODUC,283.00 
VERSA PORT TROCAR 10/15MM,233.00 
URETERAL DILATOR NOTTINGH,645.00 
TISSUE MORCELLATOR HANDPI,"3,531.00 "
APLIGRAF DRESSING 1 SQ/CM,70.00 
VCARE VAG/CERV RETRACTOR,397.00 
ORTHOCORD 2 SUTURE MO-7,136.00 
DERMAMATRIX 4X7 28 SQ CM,"2,988.00 "
CATH KIT EPIDURAL ARROW A,110.00 
GRAFT JACKET MATRIX 5X5,"11,858.00 "
STONE CATCHER (LITHOCLAST,298.00 
PATELLA REAMER BLADE 38MM,402.00 
PATELLA REAMER BLADE 41MM,290.00 
PATELLA REAMER BLADE 46MM,213.00 
PATELLA REAMER BLADE 51MM,402.00 
AQUAMANTIS BIPOLAR CAUTER,"2,228.00 "
RECIPROCATOR BLADE 12.5,39.00 
HOODED ABRASION BUR 2.0MM,350.00 
BLADE OSCILLATING UNI COM,57.00 
STERILE DISP SYRINGE 150M,14.00 
CATH PERCUTANEOUS NEPHROS,277.00 
CARPAL TUNNEL RELEASE SYS,843.00 
QUICK PRESSUR MONIT SET S,"1,864.00 "
ENDOPATH XCEL BLADELESS T,107.00 
SOFT FORM THERMO PLASTIC,319.00 
BUR TPS ROUND FLUTED .7MM,610.00 
BUR TPS RND FLUTED 1.0MM,610.00 
BUR TPS RND FLUTED 1.5MM,610.00 
BUR TPS RND FLTD SFT TOUC,610.00 
BUR RND FLTD SFT TOUCH 3.,610.00 
