Charge Identifier,CDM Description, 2019 Price ,,,
27246799,HC PROGRAMMER PATIENT SENSOR F/RESTORE NEUROSTIMULATOR 317353 37744," $3,200.00 ",,,
27276612,HC CONTROLLER THERAPY FOR PAIN MGMT 97745," $6,000.00 ",,,
27276620,HC GUIDE PIN 2.3MM P30-196-2323, $151.00 ,,,
27276622,HC NAIL REAMER CANN 5.5MM P30-110-5517," $1,255.00 ",,,
27277823,HC SOLE EZ FRAME SIDEKICK EF002500, $647.00 ,,,
27277824,HC PAD FOOT EZ FRAME SIDEKICK EF003700, $582.00 ,,,
27283940,HC DRESSING VAC GRANUFOAM ROUND M8275075/10S, $184.00 ,,,
27400454,HC HEEL PROTECTOR BOOT & WEDGE 7355, $251.00 ,,,
27401450,HC L3933 FO WO JOINTS CUSTOM FAB W/FA, $755.00 ,,,
27408181,HC COLOSTOMY ILLEOSTOMY DRAINABLE KIT NEW IMAGE 2-1/4 FLANGE 19053, $19.00 ,,,
27410340,HC BOOT VASCULAR ROOKE LGE RVB003, $408.00 ,,,
27410400,HC BRACE KNEE IROM HINGED SHORT BLACK (DONJOY) 11-0170-2-06000, $390.00 ,,,
27410415,HC L3908 3906 BRACE WRIST D-RING LFT LGE CA611-LL, $75.00 ,,,
27410420,HC L3908 3907 BRACE WRIST D-RING LFT MED CA611-LM, $75.00 ,,,
27410425,HC L3908 3908 BRACE WRIST D-RING LFT SML CA611-LS, $75.00 ,,,
27410435,HC L3908 3910 BRACE WRIST D-RING RT MED CA611-RM, $75.00 ,,,
27410440,HC L3908 3911 BRACE WRIST D-RING RT SML CA611-RS, $75.00 ,,,
27410500,HC BRACE KNEE IROM HINGED LONG GRAY (DONJOY) 11-0170-4-13066, $407.00 ,,,
27410533,HC TUBE TRACH 6.0MM DISTAL EXTENDED LENGTH CUFFED TRACHEOSOFT XLT 60XLTCD (BX/1), $233.00 ,,,
27410538,HC TUBE TRACH 6.0MM PROXIMAL EXTENDED LENGTH CUFFED TRACHEOSOFT XLT 60XLTCP (BX/1), $295.00 ,,,
27410542,HC CANNULA INNER TRACHEOSOFT 8.0MM XLT DISP 80XLTIN, $28.00 ,,,
27410544,HC CANNULA INNER TRACHEOSOFT 6.0MM XLT DISP 60XLTIN, $28.00 ,,,
27410546,HC TUBE TRACH 8.0MM PROXIMAL EXTENDED LENGTH CUFFED TRACHEOSOFT XLT 80XLTCP (BX/1), $221.00 ,,,
27410547,HC TUBE TRACH 8.0MM DISTAL EXTENDED LENGTH CUFFED TRACHEOSOFT XLT 80XLTCD (BX/1), $362.00 ,,,
27410548,HC TUBE TRACH 7.0MM PROXIMAL EXTENDED LENGTH CUFFED TRACHEOSOFT XLT 70XLTCP (BX/1), $321.00 ,,,
27410694,HC BOOT ANKLE CONTRACTURE VEL-FOAM W/SOLE MED 4301C, $192.00 ,,,
27411070,HC COLLAR CERVICAL ASPEN ADULT REGULAR (W/EXTRA SET OF PADS)  9831-30, $92.00 ,,,
27412093,HC BOOT ANKLE CONTRACTURE VEL-FOAM W/SOLE LGE 4301D, $192.00 ,,,
27412094,HC BOOT ANKLE CONTRACTURE VEL-FOAM W/SOLE XLGE 4301E, $192.00 ,,,
27412815,"HC SPLINT WRIST/FOREARM CANVAS UNIV 8"" HOOK & LOOP CLOSURE 1000275", $325.00 ,,,
27412840,HC SPRAY MEDICAL ADHESIVE 3.2 OZ 7730, $222.00 ,,,
27413065,"HC SUPPORT ATHLETIC W/O LEG STRAPS LGE F/39-44"" WAIST 3"" BAND LTX  202430", $18.00 ,,,
27413080,"HC SUPPORT ATHLETIC W/O LEG STRAPS XLG F/UP TO 50"" WAIST 3"" BAND LTX  202612", $84.00 ,,,
27413720,HC CANNULA INNER 6MM FOR DISP CANNULA TRACH 6DIC, $66.00 ,,,
27413725,HC CANNULA INNER 8MM FOR DISP CANNULA TRACH 8DIC, $66.00 ,,,
27413780,HC TUBE TRACH 6.0MM CUFFED LOW PRESSURE DISP CANNULA SHILEY (BX/1) 6DCT, $521.00 ,,,
27413900,HC IMPLANT TUBE TRACH 8.0MM CUFFED LOW PRESSURE DISP CANNULA SHILEY (BX/1) 8DCT, $166.00 ,,,
27413915,HC TUBE TRACH CUFFLESS DISP CANNULA SHILEY 6.0MM (BX/1) 6DCFS, $530.00 ,,,
27413920,HC TUBE TRACH CUFFLESS DISP CANNULA SHILEY 8.0MM (BX/1) 8DCFS, $528.00 ,,,
27413925,HC TUBE TRACH CUFFLESS FENESTRATED 6.0MM (BX/1) 6CFN, $132.00 ,,,
27413945,HC TUBE TRACH CUFFED FENESTRATED LOW PRESSURE  DISP CANNULA SHILEY 8.0MM (BX/1) 8DFEN, $253.00 ,,,
27414150,"HC IMMOBILIZER KNEE 19"" UNIV TRI-PANEL A143000", $43.00 ,,,
27414155,"HC IMMOBILIZER KNEE 22"" UNIV TRI-PANEL A144000", $44.00 ,,,
27422428,HC L3808 WHFO RIGID WO JOINTS CUSTOM FAB W/FA," $1,304.00 ",,,
27423285,HC IMMOBILIZER SHOULDER SLINGSHOT-II BREG XLG 08505, $184.00 ,,,
27427860,HC SHOE POST-OP DARCO BOOT CLOSED TOE UNIV XLG 2045-05, $48.00 ,,,
27427861,HC SHOE POST-OP DARCO BOOT CLOSED TOE UNIV LGE 2045-04, $48.00 ,,,
27428491,HC BRACE POST-OP REHAB BREG 00123, $296.00 ,,,
27433059,HC TRACH TUBE BIVONA TTS ADJ 8X130 278393, $792.00 ,,,
27441989,HC L3807 233095 ORTHOSIS HAND RT LGE ADULT LYNX WHFO THERAPLUS DELUXE C7906-04-01, $251.00 ,,,
27442157,HC IMMOBILIZER SHOULDER SLINGSHOT-II BREG MED 08503, $185.00 ,,,
27442261,HC PASSY MUIR VALVE SPEAKING PMV007  39185, $319.00 ,,,
27442339,HC L3906 WHO WO JOINTS CUSTOM FAB W/FA," $1,292.00 ",,,
27442935,HC TUBE LARYNGECTOMY SZ 10 10LGT (BX/1), $264.00 ,,,
27442952,HC SHOE DARCO POST-OP ORTHOWEDGE LGE UNIV HS1005-14, $51.00 ,,,
27442953,HC SHOE DARCO POST-OP ORTHOWEDGE MED UNIV HS1005-12, $51.00 ,,,
27445203,HC L3763 EWHO WO JOINTS CUSTOM FAB W/FA," $2,402.00 ",,,
27453109,HC BRACE KNEE POST OP LITE SHORT 00116, $277.00 ,,,
27456280,"HC SUPPORT ATHLETIC W/LEG STRAPS MED F/33-38"" WAIST 2.5"" BAND LTX 201161", $29.00 ,,,
27456845,HC BRACE KNEE POST-OP LITE LONG 00118, $280.00 ,,,
27456877,"HC SUPPORT ATHLETIC W/LEG STRAPS XLG F/UP TO 50"" WAIST 2.5"" BAND LTX  201352", $29.00 ,,,
27457249,"HC FLANGE CUT-TO-FIT NEW IMAGE 2-1/4"" CUT TO FIT 1-3/4 (RED) 14603", $6.00 ,,,
27458149,HC BOOT ANKLE CONTRACTURE VEL-FOAM W/SOLE SML 4301B, $184.00 ,,,
27458246,"HC SUPPORT ATHLETIC W/LEG STRAPS LGE F/39-44"" WAIST 3"" BAND LTX 202636", $20.00 ,,,
27458247,"HC SUPPORT ATHLETIC W/LEG STRAPS MED F/33-38"" WAIST 3"" BAND LTX 202549", $24.00 ,,,
27458400,HC L3925 196116 SPLINT SOF-STRETCH SHORT EXT LGE BLACK CA997-88, $65.00 ,,,
27458416,HC L3912 165782 GLOVE TRACTION EXERCISE DELUXE RT LGE/XLG C5035-02-01, $75.00 ,,,
27460378,HC IMMOBILIZER SHOULDER SLINGSHOT-II BREG LGE 08504, $185.00 ,,,
27470404,HC L3702 EO WO JNTS CUSTOM FAB W/FA," $1,026.00 ",,,
27481200,HC SPLINT WRIST COCK-UP LFT MED 5022-07, $41.00 ,,,
27483983,HC L3913 HAND FINGER ORTHO WO JOINTS CUSTOMM FAB W/FA," $1,066.00 ",,,
27491514,HC TRACH TUBE BIVONA TTS CUFF 6X70M 259929, $396.00 ,,,
27491515,HC TRACH TUBE BIVONA TTS CUFF 7X80M 259930, $283.00 ,,,
27492927,HC L3807 233097 ORTHOSIS HAND LFT LGE ADULT LYNX WHFO THERAPLUS DELUXE  C7906-04-02, $251.00 ,,,
27492966,HC L3807 233096 ORTHOSIS HAND LFT MED ADULT LYNX WHFO THERAPLUS DELUXE C7906-03-02, $283.00 ,,,
27809693,HC PICC CATHETER 4FR POWER SOLO 2 PICC SNGL LUMEN MIP W/SHERLOCK TIP LOCATING SYSTEM (TLS) 1194108D, $667.00 ,,,
27809694,HC PICC CATHETER 5FR POWER SOLO 2 PICC DBL LUMEN MAIER TRAY SAPIENS TIP W/SHERLOCK TIP TCS 1295108D, $699.00 ,,,
27810020,"HC CATHETER ARTERIAL RADIAL (ORDER IN 50'S) 20GA X 1-3/4"" X .018""  RA-04020", $30.00 ,,,
27810697,HC NEEDLE GUIDE KIT 20GA STRL US SHEATH PROBE COVER 9001C0212, $33.00 ,,,
27813027,HC PICC CATHETER SILICONE SNGL LUMEN 26GA 1.9FR X 50CM EXTENDED DWELLING 384232, $121.00 ,,,
27813256,HC CATHETER CENTRAL VEIN POWER HOHN 5FR SNGL LUMEN CVC NURSING KIT AVA31851, $693.00 ,,,
27813257,HC CATHETER CENTRAL VEIN POWER HOHN CVC 6FR  DL MAX BARRIER AVA32861, $693.00 ,,,
27813375,HC ARTERIAL LINE KIT W/DRUG & 20GA CATH  (ORDER IN 5'S) AK-04510-S, $84.00 ,,,
27813700,HC IMPLANT LEAD KIT LINEAR 50CM 16 CONTACT SC-2316-50E," $4,500.00 ",,,
27815060,HC PICC CATHETER POWER TRPL LUMEN 5FR FULL NURSING TRAY 3385108, $417.00 ,,,
27821964,HC CATHETER POWERGLIDE PRO 20GA 8CM BASIC KIT LF F120080, $174.00 ,,,
27821965,HC CATHETER POWERGLIDE PRO 18GA 10CM BASIC KIT LF F118100, $174.00 ,,,
27822074,HC PROBE KIT COOLIEF 17G 75MM ACTIVE TIP LF STRL CRK-17-75-5.5 PanB1, $774.00 ,,,
27822076,HC PROBE KIT COOLIEF 17G 75MM ACTIVE TIP LF STRL CRK-17-75-5.5 PanB2, $774.00 ,,,
27822078,HC PROBE KIT LUMBAR COOL 17 X 100 LF NON STRL CRK-17-100-4 PANB1, $581.00 ,,,
27822081,HC PROBE KIT LUMBAR COOL 17 X 100 LF NON STRL CRK-17-100-4 PANB2, $581.00 ,,,
27822132,HC PROBE KIT MULTI-3 COOLED RF 17G X 75MM NEEDLE MCK3-17-75-4 PanB1, $530.00 ,,,
27822133,HC PROBE KIT MULTI-3 COOLED RF 17G X 75MM NEEDLE MCK3-17-75-4 PanB2, $530.00 ,,,
27822761,HC IMPLANT LEAD TRIAL KIT 50B TLEAD1058-50B," $2,100.00 ",,,
27822802,HC IMPLANT LEAD KIT 70CM LEAD1058-70B," $5,292.00 ",,,
27823010,HC IMPLANT LEAD TRIAL KIT 70B LEAD1058-70B," $2,100.00 ",,,
27823307,HC PROBE KIT MULTI-3 COOLED RF 17G X 100MM W/ 4MM TIP MCK3-17-100-4 PROBE PanB2, $530.00 ,,,
27823308,HC PROBE KIT MULTI-3 COOLED RF 17G X 100MM W/ 4MM TIP MCK3-17-100-4 INTRODUCER PanB1, $530.00 ,,,
27823883,HC IMPLANT PACEMAKER DR-T EDORA PROMRI SYS 431748 - PACEMAKER PAN B1," $5,350.00 ",,,
27823884,HC IMPLANT PACEMAKER DR-T EDORA PROMRI SYS 431748 - LEAD PAN B2," $5,350.00 ",,,
27824685,HC CATH CENT VEIN POWER HOHN 6FR TRPL LUMEN CVC CUFF AVA33861, $786.00 ,,,
27826870,HC CATHETER FOLEY 2-WAY 24FR 30ML COUDE LUBRICATH LTX STRL 0100L24, $21.00 ,,,
27827664,HC PROBE KIT COOLIEF 150MM LENGTH 4MM CRK-17-150-4 PANB1, $581.00 ,,,
27827665,HC PROBE KIT COOLIEF 150MM LENGTH 4MM CRK-17-150-4 PANB2, $581.00 ,,,
27830140,HC CATHETER POWERGLIDE PRO 20GA 10CM FULL KIT F120101, $285.00 ,,,
27830150,HC CATHETER POWERGLIDE PRO 20GA 8CM FULL KIT F220081, $285.00 ,,,
27830812,HC PROBE KIT CERVICOOL SYSTEM 17G X 50MM 2MM ACTIVE TIP LTF NS CRK-17-50-2 PanB1, $581.00 ,,,
27830813,HC PROBE KIT CERVICOOL SYSTEM 17G X 50MM 2MM ACTIVE TIP LTF NS CRK-17-50-2 PanB2, $581.00 ,,,
27830892,HC PROBE KIT CERVICAL 17GA X 75MM X 3MM TIP DISP STRL CEK-17-75-2 PanB1, $564.00 ,,,
27830893,HC PROBE KIT CERVICAL 17GA X 75MM X 3MM TIP DISP STRL CEK-17-75-2 PanB2, $564.00 ,,,
27833552,HC PROBE KIT MULTI-COOLED RF 75MM NEEDLE MCK2-17-75-4 PanB1, $583.00 ,,,
27833553,HC PROBE KIT MULTI-COOLED RF 75MM NEEDLE MCK2-17-75-4 PanB2, $583.00 ,,,
27834902,HC PROBE KIT ACTIVE MULTI-2 COLORED W/ 5.5MM TIP 17 X 75MM MCK2-17-75-5.5 PanB1, $665.00 ,,,
27834903,HC PROBE KIT ACTIVE MULTI-2 COLORED W/ 5.5MM TIP 17 X 75MM MCK2-17-75-5.5 PanB2, $665.00 ,,,
27838951,HC POWERGLIDE CATHETER BASIC KIT FULL 18GA 10 CM POWER INJECTABLE M118101, $273.00 ,,,
27838952,HC POWERGLIDE CATHETER ONLY BASIC KIT18GA 10CM POWER INJECTABLE M118100, $158.00 ,,,
27838957,HC POWERGLIDE CATHETER BASIC KIT FULL 18GA 8CM POWER INJECTABLE M118081, $246.00 ,,,
27838958,HC POWERGLIDE CATHETER ONLY BASIC KIT 18GA 8CM POWER INJECTABLE M118080, $144.00 ,,,
27840774,HC NEEDLE GUIDE KIT STRL 21GA US SHEATH PROBE COVER 900013B01, $42.00 ,,,
27841052,HC PROBE KIT SINERGY 17 X 150MM SIK-17-150-4 PanB1, $581.00 ,,,
27841053,HC PROBE KIT SINERGY 17 X 150MM SIK-17-150-4 PanB2, $581.00 ,,,
27845932,HC PROBE KIT ACTIVE MULTI-2 COLORED W/ 4MM TIP 17 X 100MM MCK2-17-100-4 INTRODUCER PanB1, $583.00 ,,,
27845933,HC PROBE KIT ACTIVE MULTI-2 COLORED W/ 4MM TIP 17 X 100MM MCK2-17-100-4 PROBE PanB2, $583.00 ,,,
27846209,HC PROBE KIT SINGERY 17 X 150MM LG SIP-17-150-4, $955.00 ,,,
27848697,HC PROBE KIT 75MM X 4MM TIP SIK-17-75-4 PanB1, $581.00 ,,,
27848698,HC PROBE KIT 75MM X 4MM TIP SIK-17-75-4 PanB2, $581.00 ,,,
27851901,HC CONNECTOR SNAP LEAD RESTORE 3550-31, $600.00 ,,,
27857209,HC MICRO-INTRODUCER SAFTEY KIT PTFE A-BEVEL 5.0FR X 5CM W/NITINOL WIRE 0738950, $144.00 ,,,
27858212,HC CATHETER FILIFORM 6FR SPIRAL TIP 022106, $120.00 ,,,
27858214,"HC CATHETER FILIFORM 5FR 12.5"" ST TIP 021905", $117.00 ,,,
27858215,"HC CATHETER FILIFORM 6FR 12.5"" ST TIP 021906", $117.00 ,,,
27858303,"HC MICRO-INTRODUCER SAFETY KIT PTFE 5FR 10CM .018"" W/21GA NDL 0669050", $144.00 ,,,
27858621,HC CATHETER FILIFORM 5FR COUDE TIP 022305, $120.00 ,,,
27858622,HC CATHETER FILIFORM 6FR COUDE TIP 022306, $120.00 ,,,
27862254,"HC MICRO-INTRODUCER RADSTIC KIT 6FR 10CM .018"" W/70CM SS WIRE 0669060", $90.00 ,,,
27863466,HC IMPLANT LEAD SPINAL CORD STIMULATOR 60CM 3874-60," $2,100.00 ",,,
27865783,HC PICC CATHETER 6FR TRPL LUMEN SOLO POWER FULL NURRAY W/SHERLOCK TIP LOCATING SYSTEM (TLS) 9396108, $594.00 ,,,
27865784,HC PICC CATHETER 5FR DBL LUMEN POWER SOLO PICC FULLRAY W/SHERLOCK TIP LOCATING SYSTEM (TLS) 9295108, $561.00 ,,,
27865786,HC PICC CATHETER 4FR SNGL LUMEN POWER SOLO PICC FULRAY W/SHERLOCK TIP LOCATING SYSTEM (TLS) 9194108, $501.00 ,,,
27866013,HC PICC CATHETER 5FR POWER DOUBLE 2 PICC LUMEN MAX P W/SHERLOCK TIP LOCATING SYSTEM (TPS) 1295108FD, $701.00 ,,,
27866014,HC PICC CATHETER 5FR POWER TRPL LUMEN MAX BARRIER  P W/SHERLOCK TIP LOCATING SYSTEM (TPS) 1295108QD, $805.00 ,,,
27867329,HC CATHETER BIPOLAR PACING 5FR 401763, $278.00 ,,,
27867331,HC CATHETER ELECTRODE PACING, $229.00 ,,,
27875178,HC PROBE KIT ACTIVE MULTI-2 COLORED W/4MM TIP 17 X 150MM MCK2-17-50-4 PanB1, $665.00 ,,,
27875179,HC PROBE KIT ACTIVE MULTI-2 COLORED W/4MM TIP 17 X 150MM MCK2-17-50-4 PanB2, $665.00 ,,,
27877684,HC INARI MEDICAL IMPLANTS GROUPER," $27,000.00 ",,,
27880035,HC CATHETER EP RF 1295," $4,263.00 ",,,
27880116,HC CATHETER RF REFLEXION SPIRAL," $5,909.00 ",,,
27880194,HC CATH EP DECA BI-DIR CS DF/FJ," $1,783.00 ",,,
27880384,HC CATHETER FOLEY 2-WAY 14FR 5ML COUDE CARSON LUBRICATH LTX STRL 0168L14, $25.00 ,,,
27880460,HC CATHETER FOLEY 2-WAY 16FR 30ML COUDE CARSON LUBRICATH LTX STRL 0100L16, $21.00 ,,,
27880465,HC CATHETER FOLEY 2-WAY 18FR 30ML COUDE CARSON LUBRICATH LTX STRL 0100L18, $21.00 ,,,
27881058,HC KYPHOPAK 10/2 1st FX EXP TRAY KIT W/KYPHX EXP OSTEO INTRO SYSTEM KPE1001 PanB1," $2,930.00 ",,,
27881059,HC KYPHOPAK 10/2 1st FX EXP TRAY KIT W/KYPHX EXP OSTEO INTRO SYSTEM KPE1001 PanB2," $2,967.00 ",,,
27881062,HC KYPHOPAK 15/2 ADV OSTEO INTRO TRAY KIT KPE1003 PanB1," $2,930.00 ",,,
27881063,HC KYPHOPAK 15/2 ADV OSTEO INTRO TRAY KIT KPE1003 PanB2," $3,227.00 ",,,
27881472,HC IM SPINAL KIVA VCF TREATMENT SYSTEM LFT DISP FRS2200 INTRODUCER PanB2," $5,327.00 ",,,
27881473,HC IM SPINAL KIVA VCF TREATMENT SYSTEM LFT DISP FRS2200 BALLOON PanB1," $5,327.00 ",,,
27888401,HC CATHETER PLEURAL PLEURX STARTER KIT 1000ML 50-7700 CATHETER PanB1, $820.00 ,,,
27888402,HC CATHETER PLEURAL PLEURX STARTER KIT 1000ML 50-7700 INTRODUCER PanB2, $820.00 ,,,
27888403,HC CATHETER PLEURAL PLEURX STARTER KIT 1000ML 50-7700 GUIDEWIRE PanB3, $820.00 ,,,
27889094,HC CATHETER EP JOSEPHSON, $313.00 ,,,
27889095,HC CATHETER EP JOSEPHSON 2-5-2, $313.00 ,,,
27889098,HC CATHETER EP SUPREME," $1,184.00 ",,,
27889101,HC CATHETER EP BIDIRECT DECAPOLAR," $2,453.00 ",,,
27889249,HC CATHETER RFA XLG CURL 4MM," $3,608.00 ",,,
27889252,HC CATHETER RFA BLAZER PRIME," $4,729.00 ",,,
27889267,HC CATHETER RFA 7F 4MM TIP DISTAL," $2,920.00 ",,,
27889268,HC CATHETER RFA BLAZER 7F 5MM," $2,525.00 ",,,
27889302,HC CATHETER INTELLA TIP MIFI XP10," $6,015.00 ",,,
27889303,HC INTRODUCER SHEATH AVANTI 5FR 11CM W/WIRE 402605X, $24.00 ,,,
27889646,"HC GUIDEWIRE COPE MANDRILL .018"" 60CM X 7CM PMG-18SP-60-COPE G05183", $75.00 ,,,
27910343,HC NO SHOW NO CANCEL, $25.00 ,,,
28009226,HC CHEMO INITIATION PROLONGED W PUMP," $2,292.00 ",,,
28009228,HC CHEMO IV PUSH INITIAL," $1,020.00 ",,,
28009229,HC CHEMO IV PUSH EA ADDL," $1,020.00 ",,,
28053535,HC CHEMO IM OR SUBQ NON HORMONAL EA, $970.00 ,,,
28053536,HC CHEMO IM OR SUBQ HORMONAL EA, $971.00 ,,,
28066751,HC CHEMO IV INFUS SEQUENT TO 90MIN," $1,020.00 ",,,
30010040,HC ACA IGG, $217.00 ,,,
30010060,HC ACA IGM, $217.00 ,,,
30010100,HC ALT, $123.00 ,,,
30010120,HC ALBUMIN, $123.00 ,,,
30010140,HC ALBUMIN MISC, $123.00 ,,,
30010160,HC ALKALINE PHOSPHATASE, $123.00 ,,,
30010220,HC AFP AMNIOTIC FLUID, $140.00 ,,,
30010300,HC AFP TUMOR MARKER, $230.00 ,,,
30010340,HC AMYLASE, $128.00 ,,,
30010360,HC AMYLASE MISC, $128.00 ,,,
30010412,HC ANCA-ANTIBODIES, $264.00 ,,,
30010425,HC MPO, $264.00 ,,,
30010427,HC PR3, $264.00 ,,,
30010430,HC ANCA QUANT," $1,503.00 ",,,
30010435,HC ANTI CYCLIC CITRULLINATED PEPTIDE, $452.00 ,,,
30010440,HC ANTINUCLEAR ANTIBODIES QUAL, $305.00 ,,,
30010460,HC ANTINUCLEAR ANTIBODIES QUANT, $983.00 ,,,
30010480,HC ANTINUCLEAR ANTIBODIES MISC QL, $305.00 ,,,
30010540,HC ASO, $572.00 ,,,
30010560,HC AST, $123.00 ,,,
30010600,HC B12, $565.00 ,,,
30010640,HC FOLATE, $565.00 ,,,
30010660,HC COMPREHENSIVE METABOLIC PANEL, $803.00 ,,,
30010680,HC BILIRUBIN DIRECT, $123.00 ,,,
30010700,HC BILIRUBIN NEONATAL (0-12 MONTHS), $123.00 ,,,
30010720,HC BILIRUBIN TOTAL, $123.00 ,,,
30010740,HC BILIRUBIN TOTAL MISC, $123.00 ,,,
30010795,HC NTPROBNP, $388.00 ,,,
30010820,HC BUN, $123.00 ,,,
30010840,HC CA 125, $654.00 ,,,
30010900,HC CALCIUM, $123.00 ,,,
30010920,HC CALCIUM MISC, $123.00 ,,,
30010940,HC CALCIUM; URINE QUAN TIMED, $223.00 ,,,
30010980,HC CALCIUM URINE RANDOM, $223.00 ,,,
30011000,HC CARBAMAZAPINE, $272.00 ,,,
30011020,HC CARBON DIOXIDE, $123.00 ,,,
30011100,HC CBC ONLY, $164.00 ,,,
30011120,HC CBC AUTOMATED DIFF, $366.00 ,,,
30011160,HC CEA, $445.00 ,,,
30011165,HC CEA MISC, $445.00 ,,,
30011170,HC CELIAC SCREEN, $194.00 ,,,
30011260,HC CHLORIDE, $123.00 ,,,
30011320,HC CHLORIDE URINE QUANT 24 HOUR, $205.00 ,,,
30011360,HC CHLORIDE URINE RANDOM, $205.00 ,,,
30011380,HC CHOLESTEROL, $123.00 ,,,
30011402,HC HDL, $312.00 ,,,
30011420,HC CHOLESTEROL MISC, $123.00 ,,,
30011480,HC CK, $123.00 ,,,
30011521,HC CK MB, $227.00 ,,,
30011540,HC CK MB (B), $227.00 ,,,
30011600,HC COMPLEMENT C3, $327.00 ,,,
30011620,HC COMPLEMENT C3 MISC, $327.00 ,,,
30011640,HC COMPLEMENT C4, $327.00 ,,,
30011660,HC COMPLEMENT C4 MISC, $327.00 ,,,
30011700,HC COMPLEMENT TOTAL," $1,247.00 ",,,
30011780,HC CORTISOL, $690.00 ,,,
30011785,"HC CORTISOL, ACTH STIMULATION"," $1,369.00 ",,,
30011880,HC C REACTIVE PROTEIN, $380.00 ,,,
30011890,HC HS C REACTIVE PROTEIN, $380.00 ,,,
30011900,HC CREATININE, $123.00 ,,,
30011921,HC CREATININE CLEARANCE GROUP, $285.00 ,,,
30011940,HC CREATININE MISC, $123.00 ,,,
30011960,HC CREATININE URINE QUANT 24 HOUR, $164.00 ,,,
30012000,HC CREATININE URINE RANDOM, $164.00 ,,,
30012021,HC CRYOFIBRINOGEN, $334.00 ,,,
30012022,HC CRYOGLOBULIN, $341.00 ,,,
30012040,HC CYCLOSPORIN ASSAY, $746.00 ,,,
30012140,HC DIGOXIN, $366.00 ,,,
30012180,HC DNA ANTIBODY, $584.00 ,,,
30012230,HC TOXICOLOGY SCREENING PANEL.," $1,127.00 ",,,
30012284,HC MDMA SCREEN, $78.00 ,,,
30012339,HC ETHANOL URINE, $35.00 ,,,
30012340,HC ELECTROLYTES, $327.00 ,,,
30012440,HC FERRITIN, $447.00 ,,,
30012475,HC FETAL LUNG MATURITY LAMELLAR BODY, $120.00 ,,,
30012480,HC BASIC METABOLIC PANEL, $447.00 ,,,
30012520,HC FSH, $257.00 ,,,
30012560,HC GASTRIC PH, $191.00 ,,,
30012590,HC GENERAL HEALTH PANEL," $1,484.00 ",,,
30012596,HC THC QUANTATIVE, $107.00 ,,,
30012600,HC GENTAMICIN, $166.00 ,,,
30012620,HC GENTAMICIN TROUGH, $166.00 ,,,
30012640,HC GENTAMICIN RANDOM, $166.00 ,,,
30012660,HC GGT, $123.00 ,,,
30012680,HC GLUCOSE, $123.00 ,,,
30012690,HC GLUCOSE GREY, $123.00 ,,,
30012700,HC GLUCOSE CSF, $123.00 ,,,
30012720,HC GLUCOSE MISC, $123.00 ,,,
30012740,HC GLUCOSE 1 HOUR POST 50GM, $123.00 ,,,
30012760,HC GLUCOSE 2 HOUR PP, $179.00 ,,,
30012820,HC GLUCOSE FASTING (TOLERANCE TEST), $367.00 ,,,
30012830,HC GLUCOSE TOL GESTATIONAL FAST, $369.00 ,,,
30012840,HC GLUCOSE 0.5 HOUR, $123.00 ,,,
30012880,HC GLUCOSE 1.5 HOUR, $123.00 ,,,
30012920,HC GLUCOSE 3 HOUR, $123.00 ,,,
30012930,HC GLUCOSE TOL GESTATIONAL 3HR, $123.00 ,,,
30012995,HC GLUCOSE POINT OF CARE, $119.00 ,,,
30013000,HC HAPTOGLOBIN, $565.00 ,,,
30013020,HC HCG QUAL, $383.00 ,,,
30013040,HC HCG QUANT, $451.00 ,,,
30013060,HC HEMATOCRIT, $107.00 ,,,
30013080,HC HEMOGLOBIN, $107.00 ,,,
30013100,HC HEMOGLOBIN A1C, $506.00 ,,,
30013180,HC HEPATIC FUNCTION PANEL, $404.00 ,,,
30013280,HC IMMUNOFIXATION," $1,115.00 ",,,
30013301,HC AMNIOTIC FLUID DETECTION TEST, $135.00 ,,,
30013320,HC IMMUNOFIXATION URINE," $1,115.00 ",,,
30013360,HC IMMUNOGLOBULIN G, $532.00 ,,,
30013380,HC IMMUNOGLOBULIN A, $532.00 ,,,
30013400,HC IMMUNOGLOBULIN M, $532.00 ,,,
30013460,HC IMMATURE PLATELET FRACTION, $445.00 ,,,
30013480,HC IRON, $123.00 ,,,
30013560,HC LD, $123.00 ,,,
30013620,HC LD MISC, $123.00 ,,,
30013640,HC LEAD, $217.00 ,,,
30013660,HC LIPASE, $252.00 ,,,
30013680,HC LIPASE MISC, $252.00 ,,,
30013720,HC LIPID PANEL, $481.00 ,,,
30013760,HC LITHIUM, $493.00 ,,,
30013780,HC MAGNESIUM, $123.00 ,,,
30013840,HC MICROALBUMIN URINE 10 HOUR, $532.00 ,,,
30013860,HC MICROALBUMIN URINE 24 HOUR, $532.00 ,,,
30013880,HC MICROALBUMIN URINE RANDOM, $370.00 ,,,
30013905,HC MITOCHONDRIAL ANTIBODYS, $904.00 ,,,
30013927,HC OLIGOCLONAL BANDS, $52.00 ,,,
30014000,HC OSMOLALITY, $532.00 ,,,
30014020,HC OSMOLALITY MISC, $532.00 ,,,
30014040,HC OSMOLALITY URINE, $532.00 ,,,
30014220,HC PHOSPHORUS, $123.00 ,,,
30014240,HC PHOSPHORUS MISC, $123.00 ,,,
30014260,HC PHOSPHORUS URINE QUANT 24 HOUR, $164.00 ,,,
30014300,HC PHOSPHORUS URINE RANDOM, $164.00 ,,,
