Charge Identifier,CDM Description, 2019 Price 
27083944,HC SUTURE 5-0 30 PDS PLUS RB-1 DA PDP320H, $24.00 
27083946,HC SAW BLADE LINVATEC LAPIPLASTY DISP 40MM X 11MM ZMS-4011, $523.00 
27083959,HC SEALANT SKIN ADHESIVE DERMABOND PRINEO 42CM CLR422US, $388.00 
27083962,HC DRILL BIT 2.2MM X 10MM 03.501.040," $1,017.00 "
27083970,HC DRILL BIT VLP MINI-MOD 1.8MM 74462402, $476.00 
27083972,"HC SUTURE SILK 0 C027D 18"" BLK BR CT-2 1/2 CIRCLE NDL TAPER POINT NON-ABSORBABLE", $31.00 
27083973,HC KNIFE GRAFT PARALLEL 10MM (ORDER IN 5'S) AR-2285-10, $197.00 
27084000,HC BASIC BONE MARROW ASPIR AND CONCEN IAT-10," $5,439.00 "
27084001,HC UNIT NAVIGATION KNEEALIGN 2 133631," $4,529.00 "
27084002,HC PIN THREADED HEADLESS 65MM 2PK 402394, $432.00 
27084003,HC PIN THREADED HEADLESS 46MM 2PK 402395, $432.00 
27084004,HC REAMER LOW PROFILE 10.5MM," $1,822.00 "
27084005,HC TUBE ENDOTRACH PARKER GLIDERITE FLEX CUFFED BARREL 7.5MM H-PHFV-75, $17.00 
27084012,HC ITC  ELITE HEARING AID DIGIT MON ITC LEFT," $3,100.00 "
27084013,HC ITC  ELITE HEARING AID DIGIT MON ITC RIGHT," $3,100.00 "
27084027,HC ITC  PREMIUIM HEARING AID DIGIT MON ITC LEFT," $2,700.00 "
27084028,HC ITC  PREMIUIM HEARING AID DIGIT MON ITC RIGHT," $2,700.00 "
27084165,HC STOPCOCK 3-WAY ROTATING ADAPTER 70035009/H965700350091, $12.00 
27084228,"HC CATHETER SIZING PIGTAIL FLUSH 5FR 20CM SEG .035"" X 70CM 13709801", $806.00 
27084253,HC TUBE FEEDING JEJUNAL TRANSGASTRIC 22FR 45CM W/7-10ML BALLOON 0250-22," $1,109.00 "
27084270,HC TUBE GASTRO TRI-FUNNEL PEG G-TUBE 20FR 000720, $176.00 
27084406,HC DEVICE SECUREMENT STAY-FIX SML STRL LF (ORDER IN 25'S) 680ME, $42.00 
27084555,HC CAUTERY ACCU-TEMP HIGH TEMP FINE TIP 84-42000, $52.00 
27084590,HC COMPRESSION DEVICE SAFEGUARD 12CM (ORDER IN 10'S) 82050, $258.00 
27084740,HC DETACHMENT CONTROLLER AZUR 45-4001," $1,159.00 "
27084846,HC DEVICE INFLATION ENCORE (EA) 15-105/M001151050, $323.00 
27084896,HC ITC ADVANCED HEARING AID DIGIT MON ITC LEFT," $2,250.00 "
27084897,HC ITC  ADVANCED HEARING AID DIGIT MON ITC RIGHT," $2,250.00 "
27084910,HC ITC  MID LEVEL HEARING AID DIGIT MON ITC LEFT," $1,950.00 "
27084911,HC ITC MID LEVEL HEARING AID DIGIT MON ITC RIGHT," $1,950.00 "
27084914,HC CUTTER SHAVER 5.0MM END AR-8500EC, $197.00 
27084915,HC DRILL BIT DISP 14MM 48510614, $832.00 
27084921,HC SUTURE FIBER TIGERLINK #2 W/CLOSED LOOP STRL AR-7235T, $230.00 
27084922,HC FIXATION PIN AVIATOR 14MM 48770410," $1,039.00 "
27084924,HC ITC  ENTRY LEVEL HEARING AID DIGIT MON ITC LEFT," $1,400.00 "
27084925,HC ITC  ENTRY LEVEL HEARING AID DIGIT MON ITC RIGHT," $1,400.00 "
27084949,HC RESCUE NET DGN-538-5, $371.00 
27084955,HC SHAVER 5.5MM EXCALIBUR AR-8550EX, $188.00 
27085171,HC HEARING DEVICE ACCESSORY LEVEL 5, $375.00 
27085172,HC HEARING DEVICE ACCESSORY LEVEL 4, $300.00 
27085173,HC HEARING DEVICE ACCESSORY LEVEL 3, $225.00 
27085174,HC HEARING DEVICE ACCESSORY LEVEL 2, $150.00 
27085175,HC HEARING DEVICE ACCESSORY LEVEL 1, $75.00 
27085344,HC CANNULA DISP ENDOSEE ESDX5, $655.00 
27085370,HC CIC  ELITE HEARING AID DIGIT MON CIC LEFT," $3,100.00 "
27085371,HC CIC  ELITE HEARING AID DIGIT MON CIC RIGHT," $3,100.00 "
27085491,HC RETRACTOR ALEXIS-O C-SECTION DISP LGE 9-14CM G6313, $285.00 
27085515,HC CIC  PREMIUIM HEARING AID DIGIT MON CIC LEFT," $2,700.00 "
27085516,HC CIC  PREMIUIM HEARING AID DIGIT MON CIC RIGHT," $2,700.00 "
27085555,HC ITE CROS TRANSMITTER HEARING AID MONAURAL," $1,118.00 "
27085561,HC ITC CROS TRANSMITTER HEARING AID MONAURAL," $1,118.00 "
27085573,HC BTE CROS TRANSMITTER HEARING AID MONAURAL," $1,118.00 "
27085621,HC BTE/BTE BICROS SYST ELITE HEARING AID /CONTRALAT BIN," $4,218.00 "
27085622,HC BTE/BTE BICROS SYST PREMIUM HEARING AID /CONTRALAT BIN," $3,818.00 "
27085623,HC BTE/BTE BICROS SYST ADVANCED HEARING AID /CONTRALAT BIN," $3,368.00 "
27085624,HC BTE/BTE BICROS SYST MID LEVEL HEARING AID /CONTRALAT BIN," $3,068.00 "
27085625,HC BTE/BTE BICROS SYST ENTRY LEVEL HEARING AID /CONTRALAT BIN," $2,518.00 "
27085782,HC CIC ADVANCED HEARING AID DIGIT MON CIC LEFT," $2,250.00 "
27085783,HC CIC  ADVANCED HEARING AID DIGIT MON CIC RIGHT," $2,250.00 "
27085844,HC CIC  MID LEVEL HEARING AID DIGIT MON CIC LEFT," $1,950.00 "
27085845,HC CIC MID LEVEL HEARING AID DIGIT MON CIC RIGHT," $1,950.00 "
27085918,HC CIC  ENTRY LEVEL HEARING AID DIGIT MON CIC LEFT," $1,400.00 "
27085919,HC CIC  ENTRY LEVEL HEARING AID DIGIT MON CIC RIGHT," $1,400.00 "
27085968,HC PROTECTOR ALEXIS ORTHOPAEDIC HR004, $851.00 
27085969,HC SABRE 4MM X 13CM SNGL USE AR-8400SR, $257.00 
27085970,HC CATHETER THORACIC STD 28FR 8888570549, $23.00 
27085971,HC DRILL BIT TWIST 2.7M 95M DRILL-2.7/095, $524.00 
27085973,HC PROBE SHOCK PULS SPL-PD376," $2,754.00 "
27085974,HC SPRAY EVICEL AIRLESS ACCESORY 3921S, $107.00 
27085976,HC BONE CUTTER 4MM 13CM SNLG USE DISP AR-8400BC, $289.00 
27085977,HC DISSECTOR CVD 4MM 13CM DISP AR-8400CDS, $289.00 
27085978,"HC CUFF TOURN 30"" DUAL PORT SNGL BLADDER BLUE LF DISP 5921-030-235", $92.00 
27085979,HC BURR 3.0MM ROUND SML JOINT AR-7300RBE, $197.00 
27086038,HC PLUG R-MED 10MM STRL DISP 10154, $26.00 
27086039,HC DRILL BIT 14MM 48771614," $1,278.00 "
27086042,HC DRILL BIT 12MM 48771612," $1,278.00 "
27086043,HC EDGE LOCATABLE GUIDE SD300LG," $3,779.00 "
27086045,HC CABLE ENERGY ACTIVATION FOR VALLEYLAB 371715," $4,148.00 "
27086046,HC Catheter Trapper Exchange," $1,725.00 "
27086048,HC CATHETER THORACIC STD RT/ANGL STERILE 28FR 8888571042, $32.00 
27086049,HC DRILL PROFILE MICRO CMP FT AR-8737-46, $655.00 
27086050,HC INJECTOR BONE CEMENT RESTRICTOR W/ NOZZLE C/M 16MM & 25MM  3, $917.00 
27086052,HC WRENCH TORQUE NEXEL HUMERAL HEXAGON 8401-080-00," $1,272.00 "
27086056,HC RETRACTOR SML CARDIAC 3 FINGERS OS-CFR-S-3," $4,148.00 "
27086059,HC PUNCH BIOPSY SKIN STRL DISP 4MM P425, $9.00 
27086060,HC SUTURE SILK IN #5 WHITE 2/EA IN PK STRL DEK132/24, $19.00 
27086061,HC FM SYST MONAURAL ROGER PEN + EAR LEVEL PEDS," $1,576.00 "
27086062,HC FM SYST MONAURAL ROGER PEN + EAR LEVEL ADULT/FOCUS," $1,408.00 "
27086063,HC FM SYST MONAURAL ROGER INSPIRO + EAR LEVEL PEDS," $1,718.00 "
27086064,HC FM SYST MONAURAL ROGER INSPIRO + EAR LEVEL FOCUS," $1,550.00 "
27086065,HC FM SYST MONAURAL ROGER PEN + MYLINK PEDS," $1,372.00 "
27086066,HC FM SYST MONAURAL ROGER PEN + MYLINK ADULT," $1,238.00 "
27086067,HC FM SYST MONAURAL ROGER INSPIRO + MYLINK PEDS," $1,514.00 "
27086069,HC FM SYST MONAURAL ROGER CLIP + EAR LEVEL PEDS," $1,409.00 "
27086072,HC FM SYST MONAURAL ROGER CLIP + EAR LEVEL ADULT/FOCUS," $1,241.00 "
27086074,HC FM SYST MONAURAL ROGER CLIP + MYLINK ADULT," $1,071.00 "
27086075,HC FM SYST MONAURAL ROGER CLIP + MYLINK PEDS," $1,205.00 "
27086076,HC FM SYST MONAURAL AMIGO T30 + ARC," $1,222.00 "
27086077,HC FM SYST MONAURAL AMIGO T30 + R2," $1,253.00 "
27086078,HC FM SYST MONAURAL ROGER SELECT + EAR LEVEL PEDS," $1,643.00 "
27086080,HC FM SYST MONAURAL ROGER SELECT + EAR LEVEL ADULT/FOCUS," $1,475.00 "
27086081,HC FM SYST MONAURAL ROGER SELECT + MYLINK PEDS," $1,439.00 "
27086082,HC FM SYST MONAURAL ROGER SELECT + MYLINK ADULT," $1,305.00 "
27086231,HC ITE/ITE BICROS SYST ELITE HEARING AID /CONTRAL BIN," $4,218.00 "
27086232,HC ITE/ITE BICROS SYST PREMIUM HEARING AID /CONTRAL BIN," $3,818.00 "
27086233,HC ITE/ITE BICROS SYST ADVANCED HEARING AID /CONTRAL BIN," $3,368.00 "
27086234,HC ITE/ITE BICROS SYST MID LEVEL HEARING AID /CONTRAL BIN," $3,068.00 "
27086235,HC ITE/ITE BICROS SYST ENTRY LEVEL HEARING AID /CONTRAL BIN," $2,518.00 "
27086248,HC LYRIC HEARING AID DISPOSABLE (1 YR Subscr) MONAURAL LEFT," $1,600.00 "
27086249,HC LYRIC HEARING AID DISPOSABLE (1 YR Subscr) MONAURAL  RIGHT," $1,600.00 "
27086356,HC ITE/ITC BICROS SYST ELITE HEARING AID /CONTRAL BIN," $4,218.00 "
27086357,HC ITE/ITC BICROS SYST PREMIUM HEARING AID /CONTRAL BIN," $3,818.00 "
27086358,HC ITE/ITC BICROS SYST ADVANCED HEARING AID /CONTRAL BIN," $3,368.00 "
27086359,HC ITE/ITC BICROS SYST MID LEVEL HEARING AID /CONTRAL BIN," $3,068.00 "
27086360,HC ITE/ITC BICROS SYST ENTRY LEVEL HEARING AID /CONTRAL BIN," $2,518.00 "
27086391,HC TRANS EAR HEARING AID BODYWORN BONE CONDUCTION," $2,600.00 "
27086404,HC FM SYST BINAURAL ROGER PEN + EAR LEVEL PEDS," $2,409.00 "
27086405,HC FM SYST BINAURAL ROGER PEN + EAR LEVEL ADULT/FOCUS," $2,073.00 "
27086407,HC FM SYST BINAURAL ROGER INSPIRO + EAR LEVEL PEDS," $2,551.00 "
27086408,HC FM SYST BINAURAL ROGER INSPIRO + EAR LEVEL FOCUS," $2,215.00 "
27086409,HC FM SYST BINAURAL ROGER CLIP + EAR LEVEL PEDS," $2,242.00 "
27086410,HC FM SYST BINAURAL ROGER CLIP + EAR LEVEL ADULT/FOCUS," $1,906.00 "
27086411,HC FM SYST BINAURAL AMIGO T30 + R2," $1,895.00 "
27086413,HC FM SYST BINAURAL ROGER SELECT + EAR LEVEL PEDS," $2,476.00 "
27086414,HC FM SYST BINAURAL ROGER SELECT + EAR LEVEL ADULT/FOCUS," $2,140.00 "
27086424,HC ITE/BTE BICROS SYST ELITE HEARING AID /CONTRAL BIN," $4,218.00 "
27086425,HC ITE/BTE BICROS SYST PREMIUM HEARING AID /CONTRAL BIN," $3,818.00 "
27086426,HC ITE/BTE BICROS SYST ADVANCED HEARING AID /CONTRAL BIN," $3,368.00 "
27086427,HC ITE/BTE BICROS SYST MID LEVEL HEARING AID /CONTRAL BIN," $3,068.00 "
27086428,HC ITE/BTE BICROS SYST ENTRY LEVEL HEARING AID /CONTRAL BIN," $2,518.00 "
27086467,HC COCHLEAR BAHA 5 HEARING AID BODYWORN BONE CONDUCTION," $4,500.00 "
27086516,HC PACK TOTAL HIP SLH (CS/1) SLTH17U2, $40.00 
27086517,HC ELECTRODE EPILEPSY 32-CONTACT 2-TAILS LTM GRID SUBDURAL STRIP FG32C-SP10X-000," $6,124.00 "
27086518,HC BOWL SET STRL 32 OZ & 80 OZ W/LIDS 32-1742, $25.00 
27086524,HC HEARING AID REPAIR/MODIFY - HA 5 YRS + LEFT, $350.00 
27086525,HC HEARING AID REPAIR/MODIFY - HA 5 YRS + RIGHT, $350.00 
27086527,HC EAR MOLD/INSERT LEVEL 3 -non-disp LEFT, $150.00 
27086528,HC EAR MOLD/INSERT LEVEL 3 -non-disp RIGHT, $150.00 
27086554,HC HEADBAND HEARING AID BODYWORN BONE CONDUCTION," $1,500.00 "
27086583,HC ITC/ITC BICROS SYST ELITE HEARING AID /CONTRAL BIN," $4,218.00 "
27086584,HC ITC/ITC BICROS SYST PREMIUM HEARING AID /CONTRAL BIN," $3,818.00 "
27086585,HC ITC/ITC BICROS SYST ADVANCED HEARING AID /CONTRAL BIN," $3,368.00 "
27086586,HC ITC/ITC BICROS SYST MID LEVEL HEARING AID /CONTRAL BIN," $3,068.00 "
27086587,HC ITC/ITC BICROS SYST ENTRY LEVEL HEARING AID /CONTRAL BIN," $2,518.00 "
27086685,HC ITC/BTE BICROS SYST ELITE HEARING AID /CONTRAL BIN," $4,218.00 "
27086686,HC ITC/BTE BICROS SYST PREMIUM HEARING AID /CONTRAL BIN," $3,818.00 "
27086687,HC ITC/BTE BICROS SYST ADVANCED HEARING AID /CONTRAL BIN," $3,368.00 "
27086688,HC ITC/BTE BICROS SYST MID LEVEL HEARING AID /CONTRAL BIN," $3,068.00 "
27086689,HC ITC/BTE BICROS SYST ENTRY LEVEL HEARING AID /CONTRAL BIN," $2,518.00 "
27086744,HC FM RECEIVER NECK LOOP ROGER MYLINK PEDS, $629.00 
27086745,HC FM RECEIVER NECK LOOP ROGER MYLINK ADULT, $495.00 
27086752,HC FM RECEIVER NECK LOOP AMIGO ARC, $611.00 
27086777,HC EAR MOLD/INSERT LEVEL 1 - non-disp LEFT, $75.00 
27086778,HC EAR MOLD/INSERT LEVEL 1 - non-disp RIGHT, $75.00 
27086779,HC EAR MOLD/INSERT LEVEL 2 -non-disp LEFT, $100.00 
27086780,HC EAR MOLD/INSERT LEVEL 2 -non-disp RIGHT, $100.00 
27086784,HC EAR IMPRESSION LEFT, $15.00 
27086785,HC EAR IMPRESSION RIGHT, $15.00 
27086818,HC FM RECEIVER EAR LEVEL ROGER EAR LEVEL PEDS, $833.00 
27086819,HC FM RECEIVER EAR LEVEL ROGER EAR LEVEL ADULT/FOCUS, $665.00 
27086820,HC FM RECEIVER NECK LOOP AMIGO R2, $642.00 
27086932,HC FM TRANSMITTER ROGER INSPIRO, $885.00 
27086933,HC FM TRANSMITTER ROGER PEN, $743.00 
27086934,HC FM TRANSMITTER ROGER CLIP, $576.00 
27086935,HC FM TRANSMITTER AMIGO T30, $611.00 
27086936,HC FM TRANSMITTER ROGER SELECT, $810.00 
27087000,HC CROS/BICROS TRANSMITTER, $675.00 
27087699,HC DOPPLER NEEDLE, $713.00 
27087706,HC EXCHANGER HEAT BIOTHERM MODEL A-19-38 61399400964," $1,555.00 "
27087708,"HC TUBE FEEDING 12FR 43"" DOBHOFF W/STYLET & & Y-SITE 8884711253", $300.00 
27087713,HC CLAMP PIN LG 6 POSTION 390.010," $2,449.00 "
27087716,"HC TUBING 3/8"" X 3/32 X 72"" STRL LAMINA PERFUSION 020-675-401", $258.00 
27087722,HC PACK TOTAL KNEE SLH SLTK15U, $68.00 
27087723,HC LIGATOR MULTI-BAND SHORT SHOT SAEED HEMORRHOIDAL BANDER W/TRI-VEIW ANASCOPE HMBL-4-TRI G34063, $146.00 
27087727,HC TIP MICRO ACCURUS TURBO SONIC 30 DEG RND 0.9MM 30RTS, $467.00 
27087729,HC BRIDLE  NASAL TUBE RETAINING SYSTEM 12FR 4-4112, $370.00 
27087746,HC BASKET STONE RETRIEVAL SEGURA 3.0FR 20MM X 120CM 380-110/M0063801100, $851.00 
27088322,"HC NEEDLE PORT-A-CATH GRIPPER 20GA X 3/4"" W/Y-SITE 21-2947-24", $62.00 
27089014,HC ADAPTER ATTAIN SAFE SHEATH," $1,386.00 "
27089055,HC CATHETER SIZING BRAUN," $1,101.00 "
27089056,HC CATHETER BALLOON SIZING 30-31MM 9-SB-024," $1,415.00 "
27089057,HC CATHETER BALLOON SIZING 42-43MM," $1,415.00 "
27089089,HC BYRD DILATOR GREEN, $923.00 
27089090,HC BYRD DILATOR YELLOW, $949.00 
27089091,HC BYRD DILATOR TELESCOPING," $1,459.00 "
27089115,HC CABLE EXT DUO-DECA LIVEWIRE, $427.00 
27089116,HC CABLE DECAPOLAR CONNECTER, $449.00 
27089117,HC CABLE CONNECTING 10-PIN, $594.00 
27089118,HC CABLE RFA IBI, $806.00 
27089119,HC CABLE RFA ATAKR, $665.00 
27089120,HC CABLE RFA DECUPOLAR QUICK TO PINS, $674.00 
27089121,"HC CABLE QUICK CONNECT 8 PIN 36""LONG", $770.00 
27089122,HC CABLE QUICK CONNECT 6 POLE 3FT, $866.00 
27089123,HC CABLE 9 POLE 3FT THERMISTOR, $866.00 
27089124,HC CABLE ABLATION 150CM 402549, $879.00 
27089125,HC CABLE INTERFACE 10PIN CONNECT, $997.00 
27089126,HC CABLE INTELLA TIP MIFI 620," $1,614.00 "
27089261,HC CABLE INTERFACE ADAPTER STOCKERT," $1,187.00 "
27089308,HC CABLE ABLATION SAFIRE 150CM, $879.00 
27089309,HC CABLE ABLATION SAFIRE TX TO IBI, $903.00 
27089311,HC CABLE IBI 24 POLE 85931," $1,069.00 "
27089317,HC CATHETER PRESSURE MIKRO-CATH," $1,472.00 "
27089492,HC DISPENSING FEE BINAURAL, $276.00 
27089519,HC DISPENSING FEE MONAURAL LEFT, $138.00 
27089520,HC DISPENSING FEE MONAURAL RIGHT, $138.00 
27089636,HC GELATIN GELFOAM SPONGE 12-7 2CM X 6CM X 7CM (EA=12PIECES) 1545, $35.00 
27089828,"HC DRESSING BIOPATCH ANTIMICROBIAL 1"" DISK W/4.0MM CENTER HOLE 4150", $32.00 
27089892,HC BLADE TOOTHBRUSH OXFORD KEEL STRYKER HUB DISP 506109," $2,287.00 "
27089893,HC BLADE SAW SAG 35MM X 8MM X 64MM 2108-107-00, $153.00 
27089924,HC BLADE ARTHRO GATOR 48MM (ORDER IN 6'S) C9262, $200.00 
27089925,HC BLADE SAW RECIPROCATING TAPERED 0.015MM X 22.5MM 5100-337-133, $303.00 
27089926,HC CABLE DECUPOLAR QUICK TO PINS 5454S (REPRO HEMM 117280), $224.00 
27089927,HC CABLE EXTENSION RESPONSE RED 150CM 401975, $224.00 
27089928,HC CABLE EXTENSION SUPREME 150 CM 401982, $224.00 
27089929,"HC CABLE SPLIT HANDLE EXT 9"" D134401", $573.00 
27089930,HC CABLE SURGICAL 12 FT STRL DISP (PK/5) 5833SL, $224.00 
27089939,HC CHISEL BLADE SINGLE USE 16MM 399.56, $269.00 
27089940,HC CHISEL BLADE SINGLE USE 5MM 399.58, $269.00 
27089941,HC CONNECTOR CABLE DECAPOLAR 401552 (REPRO HEMM 9341), $224.00 
27089943,HC DRILL BIT 2.0MM AR-8943-16, $432.00 
27089944,HC DRILL BIT CALIBRATED 2.5MM AR-8943-13, $386.00 
27089945,HC DRILL BIT CANN LGE QUICK CONNECT 7.3MM X 300MM 310.495," $2,151.00 "
27089946,HC DRILL BIT LGE CANN QUICK COUPLING 17MM 300MM 357.394," $3,580.00 "
27089947,HC DRILL BIT QUICK COUPLING 1.1MM 60MM 310.11, $356.00 
27089948,HC DRILL BIT QUICK COUPLING 1.5MM 97MM W/DEPTH MARK 310.507, $733.00 
27089949,HC DRILL BIT STEPPED LGE CANN QUICK COUPLING 6.0MM/10.0MM 357.403," $2,671.00 "
27089950,HC DRILL BIT WIRE PASS 1.5MM 5820-103-15, $686.00 
27089951,HC DRILL TWIST 03.2 X 180 W/AO FITTING CALIBRATED 700356, $849.00 
27089952,HC DRILL TWIST 04.5 X 180 W/AO FITTING 700354, $849.00 
27089954,HC INTERFACE CABLE F/DIAGNOSTIC WITH AUTOID CATHETERS (UP TO 10POLE) TO BLUE PORT CB3412CT, $310.00 
27089955,HC INTERFACE CABLE F/DX WITH AUTOID CATHETERS (UP TO 10POLE) TO YELLOW PORT CY1212CT, $310.00 
27089956,HC INTERFACE CABLE F/VARIABLE LASSO NAVIGATION CATHETERS CR3434CT, $573.00 
27089957,HC INTERFACE F/CURRENT NAVIGATION THERAPUETIC CATHETERS CR3425CT (REPRO HEMM 276158), $310.00 
27089958,HC PROBE JOINT VULCAN TAC-C II 7209628," $1,579.00 "
27089959,HC REAMER HEAD LOW PROFILE STRL 9MM AR-1409LP, $888.00 
27089960,HC TAP CANN F/4.0MM SCREWS 311.63," $2,198.00 "
27089961,HC TAP F/4.0MM CANC SCREWS 110MM 311.34, $566.00 
27089962,HC TOOL DISSECTING COURSE DIAMOND BALL DISP 2MM S-2DC, $583.00 
27089963,HC HEARING AID REPAIR/MODIFY - HA <5 YRS LEFT, $300.00 
27089964,HC HEARING AID REPAIR/MODIFY - HA <5 YRS RIGHT, $300.00 
27089965,HC WRAP COBAN 2 LAYER LITE COMPRESSION SYSTEM 2794N, $49.00 
27090030,HC APPLIER CLIP ETHICON ENDOCLIP MED/LGE ER320, $594.00 
27090035,HC APPLIER MCA MULTI-CLIP 20 LG MCL20, $373.00 
27090037,HC APPLIER MCA MULTI-CLIP 20 MED 9-3/8  MSM20, $236.00 
27090041,HC ENDOCLOSE TROCAR CLOSURE SITE 173022, $250.00 
27090043,"HC HEMOSTAT ABSORBABLE SURGICEL STRL 2"" X 3"" 1953", $134.00 
27090047,HC BAG SPECIMEN ENDO POUCH RETRIEVAL 10MM POUCH, $493.00 
27090069,HC ELECTRODE LTM SPECNER PROBE DEPTH 5MM SPACING 8-CONTACT SD08R-SP05X-000," $1,692.00 "
27090111,"HC BARRIER ADHESION SEPRAFILM 5"" X 6"" MEMBRANE 4301-02/430102"," $1,534.00 "
27090112,"HC BARRIER INTERCEED 3"" X 4"" ADH ABS SHEETS 4350"," $1,609.00 "
27090116,HC EXTRACTOR STONE NITINOL NITINOL NCIRCLE TIPLESS 2.2FR X 115CM NTSE-022115-UDH G18778, $826.00 
27090124,HC BURR CROSS CUT FISSURE CARBIDE 1.6 MM 277-10-216, $27.00 
27090133,HC BASKET STONE RETRIEVAL ZEROTIP 4-WIRE 1.9FR  390-105/M006390105," $1,741.00 "
27090145,HC BANDAGE KIT COMPRESSION MULTI-4 LAYER PROFORE LF 66020626, $85.00 
27090203,HC CANNULA RETROPLEGIA 14FR RC2014, $422.00 
27090204,HC CANNULA RETROPLEGIA 14FR (RC2014 REPRO), $219.00 
27090206,HC CANNULA RETROGRADE CP RC014MIB, $422.00 
27090207,HC CANNULA RETROGRADE CP (RC014MIB REPRO), $160.00 
27090208,"HC LINE VENT PERFUSION 1/4"" (ALLOW 6-8 WEEKS DELIVERY TIME) 627-229-601/627229601", $277.00 
27090223,HC CANNULA VENOUS 28FR RT ANG TIP 67528, $169.00 
27090224,HC CANNULA VENOUS 30FR RT ANG TIP 67530, $169.00 
27090229,HC CANNULA VENOUS 32FR RT ANG TIP 67532, $164.00 
27090233,HC CANNULA VENOUS 36FR (REPRO 67536 ), $457.00 
27090234,HC CANNULA VENOUS 36FR RT ANG TIP 67536, $457.00 
27090238,HC CANNULA VENOUS DUAL 29/29FR (REPRO TF292902 ), $457.00 
27090239,HC CANNULA VENOUS DUAL STAGE 29/29FR TF292902, $176.00 
27090266,HC CANNULA ANTEPLEGIA AORTIC ROOT 14FR DIIARC014, $96.00 
27090309,HC CATHETER FOLEY 2-WAY 20FR 30ML LUBRICATH LTX STRL 0166L20, $19.00 
27090313,HC RESERVOIR CHEST DRAIN ATRIUM OASIS WET/DRY SNGL COLLECTION STRL LF 3600-100, $298.00 
27090315,HC CATHETER FOLEY 2-WAY 20FR 5ML SILVER COATED LTX STRL 0165SI20, $73.00 
27090325,HC INTRODUCER SUPRA-PUBIC LAWRENCE AC851, $122.00 
27090328,HC CATHETER CHOLANGIOGRAM LAP CHOLE C1002," $1,028.00 "
27090329,HC CATHETER LFT VENT SUMP VENT 14FR 8888590208, $149.00 
27090330,HC CATHETER LFT VENT SUMP VENT 14FR (8888590208 REPRO), $500.00 
27090337,HC TUBING INSUFFLATION ECONOMY DUAL SWIVEL LURE CONNECTOR W/0.1-MICRON FILTER DISP STRL LF V28-0207, $40.00 
27090351,HC CATHETER THORACIC 28FR RT ANG TAPER TIP PVC STRL 8128, $33.00 
27090354,HC CATHETER THORACIC 32FR RT ANG TAPER TIP PVC STRL 8132, $40.00 
27090369,HC CATHETER VENT 17FR E061, $150.00 
27090370,HC CATHETER VENT 17FR (E061 REPRO), $500.00 
27090381,HC CHEST DRAINAGE TRAY AQUA-SEAL (8888571299 REPRO), $99.00 
27090392,HC APPLIER CLIP ENDO LGE 176625," $1,310.00 "
27090393,HC APPLIER CLIP ETHICON ENDOCLIP LGE ER420, $362.00 
27090409,HC CLIP SPRING FOGARTY 6MM SOFT JAW CSOFT6, $59.00 
27090412,"HC CONNECTOR ST STRL 1/2"" X 1/2"" 050-508-000", $199.00 
27090413,"HC CONNECTOR ST STRL 1/2"" X 3/8"" 050-518-000", $33.00 
27090414,"HC CONNECTOR W/O PARTING LINE 3"" X 8"" (ORDER IN 25'S) 331033-000", $199.00 
27090416,"HC CONNECTOR ""Y"" STRL 1/4"" X 1/4"" X 1/4"" 050-524-000", $199.00 
27090418,"HC CONNECTOR ""Y"" STRL 3/8"" X 3/8"" X 1/2"" 050-529-000", $199.00 
27090419,"HC CONNECTOR ""Y"" STRL 3/8"" X 3/8"" X 3/8"" 050-526-000", $27.00 
27090422,"HC CONNECTOR PERFUSION ADAPTER 3/8"" (ORDER IN 25'S) 301010-000", $190.00 
27090430,HC CUTTER LINEAR 75MM THICK TISSUE TLC75, $870.00 
27090442,HC CUTTER FASC/THIN ENDOPATH RELOAD TRW35, $717.00 
27090458,"HC DERMACARRIER MESHER II 1.5 STRL 8"" X 3""  2195-12-00"," $1,041.00 "
27090555,HC COLLECTOR WOUND DRAINAGE STRL SML 9772, $35.00 
27090602,HC HEMOSTAT SHEET AVITENE MICROFIBRILLAR COLLAGEN 70MM X 35MM 1010090/1572056, $673.00 
27090603,"HC DRESSING COTTONOID SURGICAL PATTY 1"" X 3"" 801408", $62.00 
27090604,"HC DRESSING COTTONOID SURGICAL PATTY 1/2"" X 1-1/2"" 801404", $62.00 
27090606,"HC DRESSING COTTONOID SURGICAL PATTY 1/2"" X 1/2"" 801400", $62.00 
27090607,"HC DRESSING COTTONOID SURGICAL PATTY 1/2"" X 1"" 801402", $62.00 
27090608,"HC DRESSING COTTONOID SURGICAL PATTY 1/2"" X 3"" 801407", $62.00 
27090610,"HC DRESSING COTTONOID SURGICAL PATTY 1/4"" X 1/4"" 801399", $85.00 
27090613,HC GELATIN GELFOAM SPONGE SZ 100 NON-COMPRESSED 8CM0342-01) (WILL INVOICE AS EA BUT IS CT/6 PIECES), $122.00 
27090617,"HC HEMOSTAT ABSORBABLE SURGICEL STRL 4"" X 8"" 1952", $285.00 
27090624,"HC HEMOSTAT ABSORBABLE SURGICEL FIBRILLAR STRL 1"" X 2"" 1961", $295.00 
27090641,HC ELECTRODE LIGASURE V 5MM SEALER/DIVIDER 37CM TOTAL LENGTH DOLPHIN TIP STRL SNGL USE LS1500," $1,823.00 "
