Description,Charge
NON DEHP 2C8875 TUBING SET,$0.00
Non Dehp 2H8631 Extension Set,$0.00
Non PVC 7 EXT SET 0.2 Micron Filt,$0.00
Nonselect Great Vessels,"$9,706.00"
Nonselect Iliac S At Time Of Cath,"$5,392.00"
Nonselect Renal S At Time Of Cath,"$4,314.00"
Nonselective Debridement,$270.00
Norepinephrine 4000mcg/4mL I,$46.70
Norepinephrine 4mg/NS 250mL PF,$221.00
Norepinephrine 8mg/8mL Inj - IV Set Use,$361.00
Norepinephrine/NS PF Syr,$105.90
Norethindrone 0.35mg Tab,$10.00
Norethindrone 5mg T,$18.75
Normosol R 1000mL,$116.95
Norovirus Group 1 And 2,$168.00
Norovirus Groups 1 And 2 Pcr,$252.00
Nortriptyline 10mg C(Pamelor),$10.00
Nortriptyline 25mg C(Pamelor),$10.00
Nortriptyline 50mg C(Pamelor),$10.00
Nortriptyline 75mg C(Pamelor),$10.00
Nras Gene Analysis Mawd,$343.00
NS (Sterile Field) IS 10mL,$25.00
NS + 20mEq KCl 1000mL,$100.00
"NS 1,000mL",$100.00
NS 1000mL Sterile  Irr,$812.55
NS 100mL,$50.00
NS 100mL Inj,$50.00
NS 100mL(Mini-Bag+),$50.00
NS 10mL IS(Saline Flush Lock Syr),$25.00
NS 2.5mL IS(NS Flush Lock-NICU),$25.00
NS 250 mL,$100.00
NS 250mL Inj,$100.00
NS 250mL Irrig - Bottle,$26.80
NS 250mL PVC Free,$100.00
NS 500mL,$100.00
NS 500mL Irr - Bottle,$39.00
NS 500mL PVC free,$100.00
NS 50mL,$50.00
NS Bact.  0.9% 30mL I,$25.00
NS Inj,$100.00
NS PF INJ,$25.00
Nur Crrt,"$1,941.00"
Nur Crrt Cartridge Change,"$1,186.00"
Nurse Visit,$0.00
Nut,$472.63
Nut,"$1,224.00"
Nut,$746.01
Nut,$841.50
Nut,$206.33
Nut,"$2,036.00"
Nystatin 15g TC,$123.90
Nystatin 15g TO,$118.95
Nystatin 15g Top Powder,$261.50
"Nystatin 50,000unit/0.5mL L- NICU",$10.00
"Nystatin 500,000 unit T(Mycostatin)",$10.00
Nystatin Oral Susp 5mL UD,$10.00
Nystatin-Triamcinolone TC 30g,$980.10
Obinutuzumab 25mg/mL Inj,"$31,395.90"
Observation,$183.00
Obstetric Panel,$407.00
Occluder,"$2,036.00"
Occluder Pfo 18Mm,"$29,362.50"
Occluder Pfo 25Mm,"$29,362.50"
Occluder Pfo 35Mm,"$29,362.50"
Ocrelizumab 300mg/10mL Inj,"$117,187.00"
Octreotide 30mg I Kit(SandoSTATIN LAR),"$19,364.45"
Octreotide Acet 100mcg/mL I(SandoSTATIN),$41.50
Octreotide Acet 500 mcg/mL I,$298.60
Octreotide Acet 50mcg/mL I(SandoSTATIN),$32.30
Octreotide Acet1000mcg/mL I 5mL MDV,$50.00
Ofatumumab 20mg/mL I 5mL,"$3,355.00"
Ofloxacin 0.3% Ophth Soln(Ocuflox),$467.75
OLANZapine 10mg Inj (ZyPREXA),$214.05
OLANZapine 10mg T(ZyPREXA),$141.00
OLANZapine 2.5mg T(ZyPREXA),$10.00
OLANZapine 5mg ODT(ZyPREXA Zydis),$101.05
OLANZapine 5mg T(ZyPREXA),$93.55
Oligoclonal Banding,$128.00
Olopatadine 0.2% Ophth Soln 2.5mL,"$1,411.85"
Omalizumab 150mg I (Xolair),"$7,358.90"
Omega-3 Polyunsaturated Fatty Acid C,$0.00
Omeprazole-Na Bicarb 20-1680mg Pkt NICU,$767.15
Ondansetron 4mg ODT(Zofran ODT),$163.65
Ondansetron 4mg T(Zofran),$171.35
Ondansetron 4mg/2mL IS(Zofran),$25.00
Ondansetron 8mg T(Zofran),$280.15
Ondansetron Mdv I,$50.00
Open Heart Kit,"$4,044.10"
Ophthalmic Irr Sol n15mL(BSS),$61.45
"Ophthalmic Irr, Extraocular Soln",$0.00
Ophthalmic Ointment 3.5g,$0.00
Opiate Confirmation,$43.00
Opium 10% (Deod Opium Tinc),$50.15
Opium-Belladonna Sup(60mg Of Opium),$263.90
Oral Colonic Lavage 4000 mL,$138.90
Oral Syringe 5ML,$0.00
Orphenadrine 100mg CR T(Norflex),$14.70
Orphenadrine 30mg/mL 2mL I,$118.10
Orthopedic Treatment,$539.00
Oseltamivir 30mg C(Tamiflu),$111.70
Oseltamivir 30mg/5mL Oral Liq (Tamiflu),$92.20
Oseltamivir 75mg C(Tamiflu),$121.75
Osmolality Blood,$105.00
Osmolality Feces,$129.00
Osteocalcin By Ecia,$126.00
OTS Adl Management Train 15Min,$91.00
OTS Aquatic Therapy 15 Min,$91.00
OTS Cognitive Skills Train 15 Min,$91.00
OTS Electrical Stim Attend 15Min,$91.00
OTS Electrical Stim Unattended,$91.00
OTS Evaluation High Complexity,$241.00
OTS Evaluation Low Complexity,$230.00
OTS Evaluation Moderate Complex,$236.00
OTS Fluidotherapy,$91.00
OTS Group 15 Min,$50.00
OTS Group 30 Min,$71.00
OTS Group 45 Min,$107.00
OTS Group 60 Min,$142.00
OTS Iontophoresis 15 Min,$91.00
OTS L Dex Measurement,$107.00
OTS Manual Therapy 15 Min,$91.00
OTS Massage 15 Min,$91.00
OTS Multi Layer Com Afhf Bilat,$503.00
OTS Multi Layer Comp Afhf Lt,$314.00
OTS Multi Layer Comp Afhf Rt,$314.00
OTS Multi Layer Comp Lef Bilat,$519.00
OTS Multi Layer Comp Lef Rt,$325.00
OTS Multi Layer Compress Lef Lt,$325.00
OTS Neuromuscular Re Ed 15 Min,$91.00
OTS Orthotic Ankle Foot Stat Cus,$449.00
OTS Orthotic Elbow Dynamic Custom,"$1,057.00"
OTS Orthotic Elbow Static Custom,$428.00
OTS Orthotic Elbow Wrist Hand Dyn,$688.00
OTS Orthotic Elbow Wrist Hand Sta,$654.00
OTS Orthotic Finger Dynamic Cust,$241.00
OTS Orthotic Finger Prefab Dyn,$208.00
OTS Orthotic Finger Prefab Static,$63.00
OTS Orthotic Finger Static Custom,$197.00
OTS Orthotic Hand Finger Dynamic,$489.00
OTS Orthotic Hand Finger Glove Pr,$110.00
OTS Orthotic Hand Finger Prefab,$110.00
OTS Orthotic Hand Finger Stat Cu,$303.00
OTS Orthotic Hand Static Custom,$249.00
OTS Orthotic Initial Train 15Min,$91.00
OTS Orthotic Prosth Trian 15Min,$91.00
OTS Orthotic Shoulder Prefab,$140.00
OTS Orthotic Wrist Hand Dynam Cu,$913.00
OTS Orthotic Wrist Hand Finger Dy,$597.00
OTS Orthotic Wrist Hand Finger Pr,$230.00
OTS Orthotic Wrist Hand Finger St,$351.00
OTS Orthotic Wrist Hand Prefab,$63.00
OTS Orthotic Wrist Hand Static Cu,$372.00
OTS Paraffin Bath,$91.00
OTS Prosthetic Init Train 15Min,$111.00
OTS Re Evaluation,$157.00
OTS Sen Percep Motor 15 Min,$91.00
OTS Therapeutic Activities 15 Min,$91.00
OTS Therapeutic Exercise 15 Min,$91.00
OTS Ultrasound 15 Min,$91.00
OTS Vasopneumatic Device,$91.00
OTS Wheelchair Management 15 Min,$91.00
OTS Whirlpool,$91.00
OTS Work Task Analysis 15 Min,$91.00
OTS Wound Care Nonselective,$270.00
OTS Wound Care Selective Gt 20Cm,$378.00
OTS Wound Care Selective Lt 20 Cm,$378.00
Ova And Parasite Feces,$40.00
Oxacillin 1000mg Inj for NICU,$116.00
Oxalate Urine,$127.00
Oxaliplatin 100mg Inj,"$14,137.90"
Oxaliplatin 50 mg I (Eloxatin),"$5,418.45"
Oxcarbazepine,$112.00
OXcarbazepine 150mg T(Trileptal),$10.25
OXcarbazepine 300 mg T(Trileptal),$18.60
OXcarbazepine 300 mg/5 mL Susp,$29.30
Oximetry Spot Check,$0.00
Oxybutynin 1mg/mL Oral Liq,$10.00
Oxybutynin 5mg T(Ditropan),$10.00
Oxybutynin 5mg XL T(Ditropan XL),$23.25
Oxybutynin 5mg/5mL L UD,$18.40
oxyCODONE 10mg/0.5mL LC(Oxyfast),$45.35
oxyCODONE 10mg/12hr ER T(OxyCONTIN),$33.10
oxyCODONE 15mg/12hr ER T(OxyCONTIN),$48.65
oxyCODONE 20mg/12hr ER T(OxyCONTIN),$78.60
oxyCODONE 40mg/12hr ER T(OxyCONTIN),$128.20
oxyCODONE 5mg T(RoxiCODONE),$25.00
oxyCODONE 80mg/12hr ER T(OxyCONTIN),$183.40
Oxycodone Confirmation,$43.00
Oxymetazoline 0.05% Nasal Spr,$0.00
Oxytocin 10 unit/mL 10mL I,$100.00
Oxytocin 10unit/mL 1mL Inj,$25.00
Oxytocin 30 unit/LR 500mL,$267.80
P D And V Initial,$180.00
P D And V Subsequent,$180.00
Pacemaker,"$12,978.00"
Pacemaker,"$14,532.00"
Pacemaker,"$23,470.00"
Pacemaker Leadless,"$31,050.00"
Pacemaker Leadless Insert Or Repl,"$20,940.00"
PACLitaxel 1mg Inj,$75.00
PACLItaxel PROT-bnd 100mg,"$8,779.95"
Pacu 1 To 30 Min,$431.00
Pacu Each Addl 15 Min,$54.00
Pain Pump Kit Infusystem,$0.00
Paliperidone 3 mg ER T(Invega),$282.70
Paliperidone 6mg ER T(Invega),$282.70
Palivizumab 50mg/0.5mL I (Synagis),"$8,684.40"
Palonosetron 0.25 mg/5 mL I,"$1,814.10"
Pamidronate 30 mg/10 mL I(Aredia),$256.00
Pancreastatin,$233.00
Pancreatic Elastase Fecal,$190.00
Pancuronium 1mg/mL 10mL I,$30.25
Panitumumab 100 mg/5 mL I,"$6,242.85"
Pantoprazole 40mg T(Protonix),$28.95
Pantoprazole Na 40mg I,$45.20
Papaverine 300mg/10mL I,$31.90
Papaverine 60mg/2mL Inj,$335.00
Paracentesis,"$2,049.00"
Paraneoplastic Ab Wblot,$236.00
Paraneoplastic Eval Csf M,$48.00
Parenteral Nutrition 24 Hr Volume,$0.00
Paricalcitol 1 mcg C(Zemplar),$96.95
PARoxetine 10mg T(Paxil),$18.55
PARoxetine 20mg T(Paxil),$19.35
PARoxetine 20mg/10mL Oral Liq.,$60.80
PARoxetine 2mg/1mL Oral  Liq,$10.00
Partial Hip Bipolar Low E,"$7,710.00"
Partial Hip Bipolar Low M,"$7,710.00"
Partial Hip Bipolar Lvl 1 B,"$10,050.00"
Partial Hip Bipolar Lvl 1 D,"$7,710.00"
Partial Hip Bipolar Lvl 1 H,"$7,350.00"
Partial Hip Bipolar Lvl 1 S,"$7,710.00"
Partial Hip Bipolar Lvl 1 Z,"$7,581.00"
Partial Hip Bipolar Lvl 2 D,"$10,200.00"
Partial Hip Bipolar Lvl 2 H,"$9,750.00"
Partial Hip Bipolar Lvl 2 S,"$10,200.00"
Partial Hip Bipolar Lvl 2 Z,"$9,318.00"
Partial Hip High E,"$10,200.00"
Partial Hip High M,"$10,200.00"
Partial Hip Unipolar Low E,"$4,637.50"
Partial Hip Unipolar Lvl 1 D,"$4,637.50"
Partial Hip Unipolar Lvl 1 S,"$4,637.50"
Partial Hip Unipolar Lvl 1 Z,"$4,193.00"
Partial Knee Z,"$15,207.50"
Partial Parental Nutrition 24hr,$0.00
Partial Thromboplastin Time,$87.00
Parvovirus Ab,$57.00
Parvovirus B19 Igg And Igm,$57.00
Parvovirus B19 Igg Only,$121.00
Parvovirus B19 Igm Only,$121.00
Parvovirus B19 Quant By Pcr,$228.00
Paste Beads,"$9,810.03"
Patella Implant,"$9,015.00"
Patella Implant,"$1,640.00"
Patella Implant,"$4,112.50"
Patella Implant,"$2,530.00"
Patella Implant,"$3,032.76"
Patella Implant 7,"$4,200.00"
Pathology Consult,$0.00
Pathology Consult Charge Review,$0.00
Pathology Consultation,$122.00
Pathology Review,$0.00
Patiromer 8.4g REC Packet,$279.80
Pcp Confirmation Meconium,$110.00
Peg,$753.75
Peg,$460.75
Peg,"$5,928.30"
Peg,$522.50
Peg,$634.50
Peg,$585.00
Peg,$610.65
Peg,"$5,581.80"
Peg,$399.00
Peg,$486.88
Peg,"$2,798.00"
Peg,$621.00
Peg Tube Removal Without Scope,$0.00
Peg Tube Replace Simple,$707.00
Pegaspargase 750 IU/mL Inj.,"$72,909.70"
Pegfilgrastim 6mg/0.6mL I(Neulasta),"$37,861.05"
Pegloticase 8 mg/mL Inj,"$100,987.00"
PEMEtrexed 500 mg Inj.,"$16,050.90"
Pen G Benzathine 0.6 (Bicillin LA),$434.25
Pen G Benzathine 1.2 (Bicillin LA) 2mL,$838.85
Pen G Benz-Proc 900/300 (Bicillin CR),$544.70
penicillAMINE 250mg C(Cuprimine),"$1,881.45"
Penicillin GK 3MU/50mL P,$106.70
"Penicillin GK 50,000 unit/mL IV NICU",$50.00
Penicillin GK 5MU I,$121.45
"Penicillin VK 1,000unit/mL Oral Soln",$84.95
"Penicillin VK 10,000unit/mL Oral Soln",$99.10
Penicillin VK 250 mg Tab,$10.00
Penicillin VK 250mg/5mL L,$10.00
Penicillin VK 500mg Tab,$10.00
Penile Implant,"$28,698.75"
Penile Implant,"$28,293.75"
Penile Implant,"$29,846.25"
Penile Implant,"$26,475.00"
Penile Implant,"$25,852.50"
Penile Implant,"$24,000.00"
Penile Reservoir,"$9,537.00"
Pentamidine 300 mg Inh,"$1,302.35"
Pentamidine 300mg I,"$1,302.35"
PENTobarbital 20mL I (Nembutal),"$8,445.95"
Pentosan Polysulfate Na 100mg C(Elmiron),$64.05
Pentoxifylline 400mg SR T(TRENtal),$10.00
Peppermint Oil 30 mL,$0.00
Peramivir 10mg/mL Inj 20mL,"$2,467.00"
Perc Retrieval Of Foreign Body,"$5,392.00"
Perc Revasc Of Branch Of Bypass G,"$20,940.00"
Perc Revasc Of Bypass Graft,"$20,940.00"
Pericardiocentesis Initl,"$4,314.00"
Pericardiocentesis Subsequent,"$1,402.00"
Periph Atherectomy Iliac Artery,"$16,176.00"
Peritoneal Capd,$259.00
Perm Anticoncept,"$7,800.00"
Permethrin 5% 60g TC (Elimite),$780.50
Permethrin Top 1% Cr Rinse,$58.00
Peroxidase Stain,$300.00
Perphenazine 2mg T(Trilafon),$12.35
Pertussis Parapetussis,$178.00
Pertuzumab 420 mg/14 mL Inj,"$48,991.00"
Pet Ct Beta Amyloid Imaging,"$7,010.00"
Pet Ct Brain Metabolic Eval Initl,"$7,010.00"
Pet Ct Brain Metabolic Eval Restg,"$7,010.00"
Pet Ct Brain Perfusion Eval,"$7,010.00"
Pet Ct Tumor Image Limited,"$7,010.00"
Pet Ct Tumor Image Skull Thigh,"$7,010.00"
Pet Ct Tumor Image Skull Thigh In,"$7,010.00"
Pet Ct Tumor Image Skull Thigh Re,"$7,010.00"
Pet Ct Tumor Image Whole Body,"$7,010.00"
Pet Ct Tumor Image Whole Body Ini,"$7,010.00"
Pet Ct Tumor Image Whole Body Res,"$7,010.00"
Pet Ct Tumor Imaging Lmtd Initial,"$7,010.00"
Pet Ct Tumor Imaging Lmtd Restage,"$7,010.00"
Pet F18 Fdg,$420.00
Pet F18 Sodium Fluoride,$420.00
Pet Fi8 Florbetapir,"$10,518.00"
Ph Capsule Monitoring,"$2,373.00"
Ph Gastric,$98.00
Pharmacological Stress,"$1,698.00"
Phenazopyridine 100mg T(Pyridium),$17.00
Phenazopyridine 200mg T(Pyridium),$25.50
Phenelzine 15mg T(Nardil),$10.00
PHENobarbital 100mg T,$25.00
PHENobarbital 15mg T,$25.00
PHENobarbital 20mg/5mL  L UD,$25.00
PHENobarbital 30mg T,$25.00
PHENobarbital 40mg/10mL Soln,$25.00
PHENobarbital 4mg/mL Oral Liq,$25.00
PHENobarbital 65mg/mL 1mL I,$178.30
PHENobarbital 80mg/20mL Soln,$25.00
Phenobarbital Level,$127.00
Phenol 30mL Soln,$10.00
Phenoxybenzamine 10mg C(Dibenzyline),"$1,747.90"
Phentolamine 5mg I(Regitine),"$1,883.20"
Phenybarb,$53.00
Phenylephrine 0.125% ND 15mL,$0.00
Phenylephrine 1% NS(Neo-Syn),$0.00
Phenylephrine 10% 5mL Ophth Soln(Neo-Syn),$330.85
Phenylephrine 100mcg/mL NS Syr 10mL,$31.90
Phenylephrine 10mg/mL I,$25.00
Phenylephrine 2.5% 15mL Ophth Soln(Neo-Syn),$692.65
Phenylephrine 25mg/NS 250mL PF PB,$314.35
Phenylephrine 50mg/5mL - for IV Set Use,$127.50
Phenylephrine 5mg/NS PF Syr,$70.65
Phenytoin 100mg ER C,$10.00
Phenytoin 100mg/2mL I(Dilantin),$10.00
Phenytoin 100mg/4mL L UD,$46.25
Phenytoin 250mg/5mL I,$50.00
Phenytoin 25mg/1mL Oral Liq,$10.00
Phenytoin 30mg Sr C(Dilantin),$10.00
Phenytoin 50mg T(Dilantin),$10.00
Phenytoin Dilantin Level,$163.00
Phenytoin Free,$60.00
Phenytoin Total,$58.00
Philadelphia Chromosome Cmh,$350.00
Phlebotomy,$324.00
Phospho Tau Total Ab2,$582.00
Phospholipids,$132.00
Phosphorous Blood,$71.00
Phosphorous Urine,$79.00
Phosphorus,$0.00
Physician Colonoscopy,$419.00
Physician Dilitation,$209.00
Physician Egd,$419.00
Physician Egd W Fna Or Biopsy,$471.00
Physician Egd With Dilitation,$471.00
Physician Lower Endo Eus,$857.00
Physician Lower Endo Eus Fna Biop,"$1,010.00"
Physician Sigmoidoscopy,$419.00
Physician Upper Endo Eus,$754.00
Physician Upper Endo Eus Fna Biop,$873.00
Physics Qa Support,$647.00
Physics Special Consult,"$1,035.00"
Physostigmine 1mg/mL 2mL I(Antiliri,$228.60
Phytonadione 10mg/mL 1mL I(Aquameph,$260.05
Phytonadione 1mg/0.5mL I(Aquamephyto,$114.90
Phytonadione 5mg T(Mephyton),$429.75
Pilocarpine 1% 15mL Ophth Soln,$283.45
Pilocarpine 2% 15mL Ophth Soln,$652.55
Pilocarpine 4% 15mL Ophth Soln,$304.50
Pilocarpine HCl 5mg T(Salagen),$11.45
Pimozide 1mg T(Orap),$12.95
Pin,$168.00
Pin,$598.50
Pin,"$2,420.00"
Pin,$780.75
Pin,$622.35
Pin,$806.31
Pin,"$1,278.12"
Pin,$898.52
Pin,$654.75
Pin,"$7,839.00"
Pin,"$1,586.88"
Pin,$812.25
Pin,$107.10
Pin,"$6,214.25"
Pin,"$1,467.40"
Pin,$210.00
Pin,$488.30
Pin,$621.00
Pin,$733.50
Pin,"$2,440.00"
Pin,"$1,512.00"
Pioglitazone 15mg T(Actos),$49.60
Pioglitazone 30mg T(Actos),$75.80
Piperacillin-Taz 2.25g Inj,$88.80
Piperacillin-Taz 3.375g Inj,$133.15
Piperacillin-Taz 4.5g Inj,$168.60
Piperacillin-Tazo 3.375g PB,$298.65
Piroxicam 20mg C(Feldene),$31.75
Place Cath Rt Or Pulm Art,"$3,235.00"
Place Catheter In Artery Brachial,"$3,235.00"
Place Catheter In Extremity,"$3,235.00"
Place Catheter In Femoral Or Brac,"$3,235.00"
Place Catheter Rt Or Lt Pulm Art,"$3,235.00"
Place Catheter Segmntl Pulm Art,"$3,235.00"
Place Central Line,"$1,294.00"
Place Dialysis Catheter,$863.00
Place Icp Monitoring Device,$863.00
Place Intracerebral Drain,"$2,265.00"
Place Line,"$10,784.00"
Place Stent & Atherect Wwo Angio,"$20,940.00"
Place Stent +Ptca Each Addtl Bran,"$20,940.00"
Place Stent +Ptca Single Major Ar,"$20,940.00"
Place Stent Addtl Nonlower,"$20,940.00"
Place Stent Initl Vessel Nonlower,"$20,940.00"
Place Stent W Atherect Wwo Angio,"$20,940.00"
Place Stent Wwo Angio Fem Pop,"$20,940.00"
Place Stent Wwo Angio Iliac Addtl,"$20,940.00"
Place Stent Wwo Angio Iliac Art,"$20,940.00"
Place Stent Wwo Angio Tib Per Add,"$20,940.00"
Place Stent Wwo Angio Tib Per Ini,"$20,940.00"
Place Ventriculostomy,"$2,157.00"
Placement Beacon Liver,"$3,235.00"
Placement Beacon Prostate,"$3,235.00"
Placement Of Closure Device,"$1,078.00"
Plasma Exchange,"$1,236.00"
Plasma Exchange Therapeutic,"$3,002.35"
Plasma Renin Activity,$127.00
Plasminogen Activator Inhibitor,$136.00
Plasminogen Activity,$127.00
Plate,"$2,340.00"
Plate,"$8,273.07"
Plate,"$8,253.00"
Plate,"$2,260.00"
Plate,$904.50
Plate,"$2,120.00"
Plate,"$6,177.50"
Plate,$506.16
Plate,"$6,606.71"
Plate,"$3,736.99"
Plate,"$5,234.25"
Plate,"$9,223.98"
Plate,$394.44
Plate,"$8,271.00"
Plate,"$8,276.43"
Plate,"$2,011.52"
Plate,"$2,239.32"
Plate,"$3,036.00"
Plate,"$5,147.94"
Plate,"$5,712.39"
Plate,"$5,365.96"
Plate,"$3,653.27"
Plate,$819.00
Plate,"$1,914.00"
Plate,"$4,291.00"
Plate,"$9,045.15"
Plate,"$4,454.42"
Plate,"$4,558.05"
Plate,"$3,342.50"
Plate,"$5,586.35"
Plate,$873.00
Plate,"$9,079.44"
Plate,"$2,192.04"
Plate,"$1,410.24"
Plate,"$3,238.76"
Plate,"$3,693.10"
Plate,"$4,701.38"
Plate,"$4,968.74"
Plate,"$2,161.88"
Plate,"$4,637.75"
Plate,"$7,610.25"
Plate,"$7,934.79"
Plate,"$3,214.79"
Plate,"$2,388.80"
Plate,"$9,000.00"
Plate,"$3,563.00"
Plate,"$9,552.00"
Plate,"$2,820.00"
Plate,"$2,134.00"
Plate,"$1,346.48"
Plate,$427.50
Plate,"$3,626.00"
Plate,$850.50
Plate,"$3,290.56"
Plate,"$2,503.48"
Plate,"$7,748.40"
Plate,"$3,322.41"
Plate,"$8,143.20"
Plate,"$3,338.37"
Plate,"$4,773.30"
Plate,"$3,386.25"
Plate,"$8,652.36"
Plate,"$5,600.00"
Plate,"$4,021.33"
Plate,"$5,552.30"
Plate,"$2,439.72"
Plate,"$2,612.80"
Plate,"$2,811.60"
Plate,"$3,684.84"
Plate,"$1,868.00"
Plate,"$2,093.52"
Plate,"$6,186.11"
Plate,"$2,058.40"
Plate,"$5,456.50"
Plate,"$10,906.20"
Plate,"$8,631.81"
Plate,"$6,491.17"
Plate,"$9,072.48"
Plate,"$2,845.16"
Plate,"$2,512.64"
Plate,"$9,372.72"
Plate,"$8,079.96"
Plate,"$5,320.00"
Plate,"$3,213.00"
Plate,"$5,889.24"
Plate,"$4,445.00"
Plate,"$5,003.60"
Plate,"$5,773.39"
Plate,"$6,407.24"
Plate,"$8,727.45"
Plate,"$5,965.75"
Plate,"$11,010.00"
Plate,"$5,651.98"
Plate,"$19,500.00"
Plate,"$3,605.46"
Plate,"$4,998.00"
Plate,"$6,387.50"
Plate,"$7,650.00"
Plate,"$8,850.00"
Plate,"$5,430.60"
Plate,"$7,873.35"
Plate,"$8,838.00"
Plate,"$2,934.80"
Plate,"$5,022.50"
Plate,"$2,808.72"
Plate,"$8,627.22"
Plate,"$2,828.40"
Plate,"$2,676.60"
Plate,"$7,441.80"
Plate,"$9,045.00"
Plate,"$2,394.12"
Plate,"$2,836.00"
Plate,"$2,330.00"
Plate,"$8,467.80"
Plate,"$3,242.75"
Plate,"$3,354.33"
Plate,"$4,007.99"
Plate,"$4,538.10"
Plate,"$3,500.00"
Plate,"$3,780.00"
Plate,$513.00
Plate,$522.50
Plate,"$8,055.00"
Plate,"$3,465.91"
Plate,"$2,452.48"
Plate,"$4,895.91"
Plate,"$2,640.00"
Plate,"$1,233.80"
Plate,"$3,040.00"
Plate,"$7,902.54"
Plate,"$6,240.50"
Plate,"$1,277.92"
Plate,"$8,583.00"
Plate,"$8,869.20"
Plate,"$11,580.00"
Plate,"$6,520.50"
Plate,"$3,237.50"
Plate,"$3,325.00"
Plate,"$3,220.00"
Plate,"$3,675.00"
Plate,"$3,937.50"
Plate,"$8,365.32"
Plate,"$9,273.00"
Plate,"$4,322.89"
Plate,"$4,538.14"
Plate,"$9,114.15"
Plate,"$5,715.50"
Plate,"$10,040.58"
Plate,"$1,897.68"
Plate,"$4,987.50"
Plate,$584.28
Plate,"$3,370.36"
Plate,"$17,854.85"
Plate,"$2,262.12"
Plate,"$9,243.00"
Plate,$679.50
Plate,$852.75
Plate,"$15,750.00"
Plate,"$4,287.50"
Plate,"$2,453.36"
Plate,"$8,057.82"
Plate,"$1,408.24"
Plate,"$1,895.20"
Plate,"$3,859.80"
Plate,"$3,635.03"
Plate,"$2,695.64"
Plate,"$2,700.08"
Plate,"$3,226.72"
Plate,"$8,058.69"
Plate,"$6,637.58"
Plate,"$1,840.00"
Plate,"$8,266.92"
Plate,"$7,582.80"
Plate,"$8,431.41"
Plate,"$5,504.84"
Plate,"$1,268.00"
Plate,"$11,250.00"
Plate,"$2,576.00"
Plate,"$9,766.80"
Plate,"$4,050.38"
Plate,"$8,327.70"
Plate,"$4,693.54"
Plate,"$3,145.76"
Plate,"$2,931.68"
Plate,"$2,640.16"
Plate,"$2,189.16"
Plate,"$9,053.67"
Plate,"$8,245.05"
Plate,"$8,633.52"
Plate,"$2,977.24"
Plate,"$5,679.52"
Plate,"$5,488.35"
Plate,"$5,780.95"
Plate,"$6,321.88"
Plate,"$7,410.00"
Plate,"$3,146.00"
Plate,"$8,204.73"
Plate,"$2,448.00"
Plate,$985.50
Plate,"$4,830.00"
Plate,$308.75
Plate,"$3,727.50"
Plate,"$8,023.62"
Plate,"$1,424.00"
Plate,"$1,217.24"
Plate,"$3,234.74"
Plate,"$1,531.48"
Plate,"$1,763.00"
Plate,"$1,415.72"
Plate,"$1,465.36"
Plate,"$1,870.32"
Plate,"$2,259.16"
Plate,$983.39
Plate,"$1,432.24"
Plate,"$1,796.08"
Plate,"$3,782.84"
Plate,"$1,812.60"
Plate,"$3,855.22"
Plate,"$2,672.56"
Plate,"$8,377.17"
Plate,"$6,127.07"
Plate,"$8,347.74"
Plate,"$9,184.77"
Plate,"$9,264.36"
Plate,"$3,454.89"
Plate,"$3,465.35"
Plate,"$3,524.50"
Plate,"$5,735.10"
Plate,"$1,780.00"
Plate,"$2,406.56"
Plate,"$2,508.00"
Plate,"$9,572.25"
Plate,"$7,326.75"
Plate,"$5,415.03"
Plate,"$8,327.16"
Plate,"$8,163.75"
Plate,"$3,098.64"
Plate,"$9,006.09"
Plate,"$8,611.23"
Plate,"$3,609.45"
Plate,"$3,824.66"
Plate,"$3,868.48"
Plate,"$3,908.42"
Plate,"$8,460.99"
Plate,"$8,792.37"
Plate,"$10,420.41"
Plate,"$5,275.48"
Plate,"$8,642.04"
Plate,"$8,775.27"
Plate,"$7,839.18"
Plate,"$7,907.49"
Plate,"$8,098.80"
Plate,"$2,516.08"
Plate,$637.25
Plate,$662.85
Plate,$443.84
Plate,$481.75
Plate,"$4,350.75"
Plate,"$1,824.72"
Plate,"$1,915.88"
Plate,"$8,747.91"
Plate,"$5,404.70"
Plate,"$2,353.16"
Plate,"$9,693.72"
Plate,"$5,692.40"
Plate,"$3,505.78"
Plate,"$3,748.92"
Plate,"$4,111.56"
Plate,"$2,963.48"
Plate,"$5,247.55"
Plate,"$3,780.81"
Plate,"$1,674.44"
Plate,"$1,565.12"
Plate,"$3,386.22"
Plate,"$4,920.72"
Plate,"$7,395.00"
Plate,"$7,449.57"
Plate,"$5,442.50"
Plate,"$6,619.90"
Plate,"$4,340.00"
Plate,"$1,560.00"
Plate,"$4,742.50"
Plate,"$8,044.65"
Plate,"$2,784.64"
Plate,"$9,333.00"
Plate,"$4,095.00"
Plate,"$4,810.75"
Plate,"$4,849.25"
Plate,"$1,650.00"
Plate,"$8,450.10"
Plate,"$8,706.93"
Plate,"$2,385.04"
Plate,"$3,370.26"
Plate,"$2,375.92"
Plate,"$5,512.50"
Plate,"$1,344.04"
Plate,"$1,292.08"
Plate,"$1,652.76"
Plate,"$1,596.00"
Plate,"$7,459.32"
Plate,"$28,282.50"
Plate,"$5,162.50"
Plate,$598.50
Plate,$974.21
Plate,"$1,946.96"
Plate,"$8,899.50"
Plate,"$2,345.32"
Plate,"$10,539.00"
